origin,destination,flow,cost,O,D,log_O,log_D,log_cost,log_flow
8728d0b42ffffff,8728d0b43ffffff,68,2.2504090975209503,2255,68,7.720905251936779,4.219507705176107,7.719311564740891,4.219507705176107
8728d0b42ffffff,8728d0b46ffffff,82,2.2142032249836268,2255,82,7.720905251936779,4.406719247264253,7.703099427698788,4.406719247264253
8728d0b42ffffff,8728d0b4effffff,2,4.500206612189772,2255,2,7.720905251936779,0.6931471805599453,8.412100775858539,0.6931471805599453
8728d0b42ffffff,8728d0b50ffffff,74,4.104433331782663,2255,74,7.720905251936779,4.30406509320417,8.320066578259878,4.30406509320417
8728d0b42ffffff,8728d0b53ffffff,29,4.8190059278322686,2255,29,7.720905251936779,3.367295829986474,8.48053043688461,3.367295829986474
8728d0b42ffffff,8728d0b5cffffff,81,2.213539170578547,2255,81,7.720905251936779,4.394449154672439,7.702799611433753,4.394449154672439
8728d0b42ffffff,8728d0b5effffff,49,4.042701598485211,2255,49,7.720905251936779,3.8918202981106265,8.304915788714878,3.8918202981106265
8728d0b42ffffff,8728d0b62ffffff,34,6.059461328764915,2255,34,7.720905251936779,3.5263605246161616,8.709541203024754,3.5263605246161616
8728d0b42ffffff,8728d5405ffffff,22,33.86268303300443,2255,22,7.720905251936779,3.091042453358316,10.430098422158267,3.091042453358316
8728d0b42ffffff,8728d5406ffffff,1,33.282640348420934,2255,1,7.720905251936779,0.0,10.41282127442237,0.0
8728d0b42ffffff,8728d5414ffffff,32,33.205595788348994,2255,32,7.720905251936779,3.4657359027997265,10.410503803496407,3.4657359027997265
8728d0b42ffffff,8728d5416ffffff,4,32.2654332422616,2255,4,7.720905251936779,1.3862943611198906,10.381782750342962,1.3862943611198906
8728d0b42ffffff,8728d541cffffff,99,28.836351381115115,2255,99,7.720905251936779,4.59511985013459,10.269426748801285,4.59511985013459
8728d0b42ffffff,8728d542affffff,66,33.24093941551084,2255,66,7.720905251936779,4.189654742026425,10.411567593100992,4.189654742026425
8728d0b42ffffff,8728d5433ffffff,10,34.2904592896051,2255,10,7.720905251936779,2.302585092994046,10.44265160184525,2.302585092994046
8728d0b42ffffff,8728d5480ffffff,72,26.430505629029444,2255,72,7.720905251936779,4.276666119016055,10.182311972643577,4.276666119016055
8728d0b42ffffff,8728d5482ffffff,33,26.36350960959425,2255,33,7.720905251936779,3.4965075614664802,10.179774051738269,3.4965075614664802
8728d0b42ffffff,8728d5483ffffff,52,24.48492801104563,2255,52,7.720905251936779,3.9512437185814275,10.105853864624867,3.9512437185814275
8728d0b42ffffff,8728d5484ffffff,94,28.41716967090694,2255,94,7.720905251936779,4.543294782270004,10.25478399672376,4.543294782270004
8728d0b42ffffff,8728d5485ffffff,81,26.716434603985164,2255,81,7.720905251936779,4.394449154672439,10.193071612711398,4.394449154672439
8728d0b42ffffff,8728d5486ffffff,61,28.25471042884056,2255,61,7.720905251936779,4.110873864173311,10.24905085522124,4.110873864173311
8728d0b42ffffff,8728d5489ffffff,21,19.344717834871677,2255,21,7.720905251936779,3.044522437723423,9.870226373443927,3.044522437723423
8728d0b42ffffff,8728d548cffffff,18,23.01563230041192,2255,18,7.720905251936779,2.8903717578961645,10.043972377065183,2.8903717578961645
8728d0b42ffffff,8728d548dffffff,66,21.461770135077035,2255,66,7.720905251936779,4.189654742026425,9.97407509150169,4.189654742026425
8728d0b42ffffff,8728d548effffff,39,22.676128269463163,2255,39,7.720905251936779,3.6635616461296463,10.029112130312555,3.6635616461296463
8728d0b42ffffff,8728d5498ffffff,41,22.76266148458548,2255,41,7.720905251936779,3.713572066704308,10.032920748965171,3.713572066704308
8728d0b42ffffff,8728d5499ffffff,21,20.762189371839614,2255,21,7.720905251936779,3.044522437723423,9.940936956107961,3.044522437723423
8728d0b42ffffff,8728d549affffff,2,23.18579885612571,2255,2,7.720905251936779,0.6931471805599453,10.051338380881862,0.6931471805599453
8728d0b42ffffff,8728d549bffffff,13,21.083625408407787,2255,13,7.720905251936779,2.5649493574615367,9.956299400237112,2.5649493574615367
8728d0b42ffffff,8728d549cffffff,24,24.52837018531688,2255,24,7.720905251936779,3.1780538303479458,10.107626461640281,3.1780538303479458
8728d0b42ffffff,8728d549dffffff,16,22.59085948099752,2255,16,7.720905251936779,2.772588722239781,10.025344920416929,2.772588722239781
8728d0b42ffffff,8728d549effffff,19,24.807754198195948,2255,19,7.720905251936779,2.9444389791664403,10.118951861728844,2.9444389791664403
8728d0b42ffffff,8728d54a2ffffff,4,30.437020658490905,2255,4,7.720905251936779,1.3862943611198906,10.323447785501752,1.3862943611198906
8728d0b42ffffff,8728d54a3ffffff,1,28.782033373985445,2255,1,7.720905251936779,0.0,10.267541373566441,0.0
8728d0b42ffffff,8728d54aaffffff,24,25.104195313261613,2255,24,7.720905251936779,3.1780538303479458,10.130830088293616,3.1780538303479458
8728d0b42ffffff,8728d54abffffff,96,23.598421942865812,2255,96,7.720905251936779,4.564348191467836,10.068977496767356,4.564348191467836
8728d0b42ffffff,8728d54b1ffffff,6,30.191585388133415,2255,6,7.720905251936779,1.791759469228055,10.315351656269517,1.791759469228055
8728d0b42ffffff,8728d54b3ffffff,7,30.13830239874418,2255,7,7.720905251936779,1.9459101490553132,10.31358532654913,1.9459101490553132
8728d0b42ffffff,8728d54c8ffffff,37,14.093507809349182,2255,37,7.720905251936779,3.6109179126442243,9.553540483417347,3.6109179126442243
8728d0b42ffffff,8728d54caffffff,11,12.122721026729252,2255,11,7.720905251936779,2.3978952727983707,9.402919227910424,2.3978952727983707
8728d0b42ffffff,8728d54ccffffff,12,16.11889098433453,2255,12,7.720905251936779,2.4849066497880004,9.687809253279347,2.4849066497880004
8728d0b42ffffff,8728d54d2ffffff,74,15.200964899921836,2255,74,7.720905251936779,4.30406509320417,9.629179968211456,4.30406509320417
8728d0b42ffffff,8728d54d6ffffff,28,17.254225519616575,2255,28,7.720905251936779,3.332204510175204,9.755870305259304,3.332204510175204
8728d0b42ffffff,8728d54e2ffffff,65,21.32640860909407,2255,65,7.720905251936779,4.174387269895637,9.96774831365324,4.174387269895637
8728d0b42ffffff,8728d54e8ffffff,22,20.137291891424372,2255,22,7.720905251936779,3.091042453358316,9.910378350929278,3.091042453358316
8728d0b42ffffff,8728d54e9ffffff,2,20.233368164821023,2255,2,7.720905251936779,0.6931471805599453,9.915137831955695,0.6931471805599453
8728d0b42ffffff,8728d54eaffffff,41,18.189771672894302,2255,41,7.720905251936779,3.713572066704308,9.808669693531215,3.713572066704308
8728d550dffffff,8728d5424ffffff,44,6.3006635149822685,682,44,6.525029657843462,3.784189633918261,8.748568927521745,3.784189633918261
8728d550dffffff,8728d542bffffff,15,13.348066275830641,682,15,6.525029657843462,2.70805020110221,9.499201719497002,2.70805020110221
8728d550dffffff,8728d542cffffff,79,8.901349079271473,682,79,6.525029657843462,4.3694478524670215,9.09407046238498,4.3694478524670215
8728d550dffffff,8728d5474ffffff,98,13.64409178487878,682,98,6.525029657843462,4.584967478670572,9.521135159750726,4.584967478670572
8728d550dffffff,8728d5476ffffff,95,14.438582521883315,682,95,6.525029657843462,4.553876891600541,9.577728500801962,4.553876891600541
8728d550dffffff,8728d550dffffff,9,0.0,682,9,6.525029657843462,2.1972245773362196,0.0,2.1972245773362196
8728d550dffffff,8728d5546ffffff,55,6.772530936737417,682,55,6.525029657843462,4.007333185232471,8.820777786329682,4.007333185232471
8728d550dffffff,8728d5550ffffff,1,5.774164453538051,682,1,6.525029657843462,0.0,8.661322011787664,0.0
8728d550dffffff,8728d5551ffffff,84,7.552735057535768,682,84,6.525029657843462,4.430816798843313,8.929797429522003,4.430816798843313
8728d550dffffff,8728d5552ffffff,36,6.677000771595179,682,36,6.525029657843462,3.58351893845611,8.806573936046448,3.58351893845611
8728d550dffffff,8728d5554ffffff,84,3.7774389594036246,682,84,6.525029657843462,4.430816798843313,8.237066229613765,4.430816798843313
8728d550dffffff,8728d5556ffffff,63,4.451992989240848,682,63,6.525029657843462,4.143134726391533,8.401331730930355,4.143134726391533
8728d550dffffff,8728d555affffff,6,11.543342167776403,682,6,6.525029657843462,1.791759469228055,9.353950740327713,1.791759469228055
8728d550dffffff,8728d5571ffffff,1,6.179546882619827,682,1,6.525029657843462,0.0,8.729162038869827,0.0
8728d550dffffff,8728d5574ffffff,12,4.833276493353072,682,12,6.525029657843462,2.4849066497880004,8.483486757259703,2.4849066497880004
8728d5522ffffff,8728d4241ffffff,2,12.380878930260668,4363,2,8.38091517312361,0.6931471805599453,9.423989306149018,0.6931471805599453
8728d5522ffffff,8728d4242ffffff,93,16.45197093780765,4363,93,8.38091517312361,4.532599493153256,9.708261344008603,4.532599493153256
8728d5522ffffff,8728d4243ffffff,70,14.371503362250731,4363,70,8.38091517312361,4.248495242049359,9.573072171433806,4.248495242049359
8728d5522ffffff,8728d4245ffffff,12,12.800178067909599,4363,12,8.38091517312361,2.4849066497880004,9.457292482228041,2.4849066497880004
8728d5522ffffff,8728d4246ffffff,3,16.72694378116448,4363,3,8.38091517312361,1.0986122886681098,9.724835880340297,1.0986122886681098
8728d5522ffffff,8728d4248ffffff,6,10.444192152057646,4363,6,8.38091517312361,1.791759469228055,9.253897070380345,1.791759469228055
8728d5522ffffff,8728d424affffff,29,12.728693919779719,4363,29,8.38091517312361,3.367295829986474,9.451692647254513,3.367295829986474
8728d5522ffffff,8728d424bffffff,3,11.07546001938616,4363,3,8.38091517312361,1.0986122886681098,9.312577416417382,1.0986122886681098
8728d5522ffffff,8728d424cffffff,5,10.268179826094869,4363,5,8.38091517312361,1.6094379124341003,9.236902438593793,1.6094379124341003
8728d5522ffffff,8728d4250ffffff,3,20.54412589191727,4363,3,8.38091517312361,1.0986122886681098,9.930379008917003,1.0986122886681098
8728d5522ffffff,8728d4251ffffff,22,18.483514342306705,4363,22,8.38091517312361,3.091042453358316,9.824688597955895,3.091042453358316
8728d5522ffffff,8728d4254ffffff,4,20.73062118889537,4363,4,8.38091517312361,1.3862943611198906,9.939415407335574,1.3862943611198906
8728d5522ffffff,8728d4258ffffff,22,16.801061710057134,4363,22,8.38091517312361,3.091042453358316,9.729256878698498,3.091042453358316
8728d5522ffffff,8728d4259ffffff,2,15.055103336529761,4363,2,8.38091517312361,0.6931471805599453,9.61953872527994,0.6931471805599453
8728d5522ffffff,8728d425bffffff,57,17.406598232343715,4363,57,8.38091517312361,4.04305126783455,9.764662069905402,4.04305126783455
8728d5522ffffff,8728d425cffffff,47,16.477215466029627,4363,47,8.38091517312361,3.8501476017100584,9.709794512771937,3.8501476017100584
8728d5522ffffff,8728d425dffffff,24,14.547433868175178,4363,24,8.38091517312361,3.1780538303479458,9.585238628880157,3.1780538303479458
8728d5522ffffff,8728d4260ffffff,19,14.65795658589797,4363,19,8.38091517312361,2.9444389791664403,9.592806798685125,2.9444389791664403
8728d5522ffffff,8728d4262ffffff,1,15.843250778290294,4363,1,8.38091517312361,0.0,9.670561986582356,0.0
8728d5522ffffff,8728d4264ffffff,56,15.978925137082083,4363,56,8.38091517312361,4.02535169073515,9.679088534520936,4.02535169073515
8728d5522ffffff,8728d4265ffffff,65,13.799259252677023,4363,65,8.38091517312361,4.174387269895637,9.532442657394705,4.174387269895637
8728d5522ffffff,8728d4266ffffff,62,16.904773176367225,4363,62,8.38091517312361,4.127134385045092,9.73541045064548,4.127134385045092
8728d5522ffffff,8728d426affffff,63,10.570606899405956,4363,63,8.38091517312361,4.143134726391533,9.265927091851442,4.143134726391533
8728d5522ffffff,8728d426cffffff,2,10.191115343509699,4363,2,8.38091517312361,0.6931471805599453,9.229369694811261,0.6931471805599453
8728d5522ffffff,8728d4273ffffff,3,18.93306675788971,4363,3,8.38091517312361,1.0986122886681098,9.84871805250335,1.0986122886681098
8728d5522ffffff,8728d42c9ffffff,1,25.49172971638039,4363,1,8.38091517312361,0.0,10.14614858133362,0.0
8728d5522ffffff,8728d42e9ffffff,14,21.416580976134018,4363,14,8.38091517312361,2.6390573296152584,9.971967404670739,2.6390573296152584
8728d5522ffffff,8728d4340ffffff,64,22.90757475884317,4363,64,8.38091517312361,4.1588830833596715,10.03926656307342,4.1588830833596715
8728d5522ffffff,8728d4341ffffff,25,20.897415195803312,4363,25,8.38091517312361,3.2188758248682006,9.947428607125824,3.2188758248682006
8728d5522ffffff,8728d4342ffffff,38,23.325314467070793,4363,38,8.38091517312361,3.6375861597263857,10.057337378557309,3.6375861597263857
8728d5522ffffff,8728d4344ffffff,5,24.68868278508544,4363,5,8.38091517312361,1.6094379124341003,10.114140734346016,1.6094379124341003
8728d5522ffffff,8728d4345ffffff,2,22.74155278701959,4363,2,8.38091517312361,0.6931471805599453,10.031993020767265,0.6931471805599453
8728d5522ffffff,8728d4346ffffff,88,24.962420494887933,4363,88,8.38091517312361,4.477336814478207,10.12516685215238,4.477336814478207
8728d5522ffffff,8728d434cffffff,58,18.94595225640593,4363,58,8.38091517312361,4.060443010546419,9.849398366779392,4.060443010546419
8728d5522ffffff,8728d434dffffff,29,17.073082352428855,4363,29,8.38091517312361,3.367295829986474,9.745316940823752,3.367295829986474
8728d5522ffffff,8728d4350ffffff,2,26.182369078625783,4363,2,8.38091517312361,0.6931471805599453,10.172879720207309,0.6931471805599453
8728d5522ffffff,8728d4354ffffff,10,27.62523787407502,4363,10,8.38091517312361,2.302585092994046,10.226521247737386,2.302585092994046
8728d5522ffffff,8728d4355ffffff,8,25.464705072540966,4363,8,8.38091517312361,2.0794415416798357,10.145087926841978,2.0794415416798357
8728d5522ffffff,8728d435bffffff,81,19.156622984842482,4363,81,8.38091517312361,4.394449154672439,9.860455982494708,4.394449154672439
8728d5522ffffff,8728d4360ffffff,11,26.612214799306358,4363,11,8.38091517312361,2.3978952727983707,10.189163168373438,2.3978952727983707
8728d5522ffffff,8728d4361ffffff,7,24.850835680171805,4363,7,8.38091517312361,1.9459101490553132,10.120686899225937,1.9459101490553132
8728d5522ffffff,8728d4362ffffff,1,26.539287943871614,4363,1,8.38091517312361,0.0,10.18641915725732,0.0
8728d5522ffffff,8728d4363ffffff,8,24.651124974667812,4363,8,8.38091517312361,2.0794415416798357,10.1126183816242,2.0794415416798357
8728d5522ffffff,8728d4364ffffff,1,28.614385536751385,4363,1,8.38091517312361,0.0,10.261699807992047,0.0
8728d5522ffffff,8728d4365ffffff,16,26.904070943213462,4363,16,8.38091517312361,2.772588722239781,10.200070058724112,2.772588722239781
8728d5522ffffff,8728d4368ffffff,1,21.10204652980064,4363,1,8.38091517312361,0.0,9.957172694340212,0.0
8728d5522ffffff,8728d4369ffffff,2,19.482147151724245,4363,2,8.38091517312361,0.6931471805599453,9.877305122244149,0.6931471805599453
8728d5522ffffff,8728d436affffff,13,20.85983857451732,4363,13,8.38091517312361,2.5649493574615367,9.945628927867437,2.5649493574615367
8728d5522ffffff,8728d436bffffff,23,19.0627046378553,4363,23,8.38091517312361,3.1354942159291497,9.855541525470104,3.1354942159291497
8728d5522ffffff,8728d436cffffff,3,23.178177550530744,4363,3,8.38091517312361,1.0986122886681098,10.051009635269056,1.0986122886681098
8728d5522ffffff,8728d436dffffff,1,21.614655605482167,4363,1,8.38091517312361,0.0,9.981173127684187,0.0
8728d5522ffffff,8728d436effffff,3,22.83275956120015,4363,3,8.38091517312361,1.0986122886681098,10.035995402321857,1.0986122886681098
8728d5522ffffff,8728d4370ffffff,5,28.72615954692137,4363,5,8.38091517312361,1.6094379124341003,10.26559827994056,1.6094379124341003
8728d5522ffffff,8728d4371ffffff,12,26.687068801125584,4363,12,8.38091517312361,2.4849066497880004,10.191971883134975,2.4849066497880004
8728d5522ffffff,8728d4373ffffff,2,27.0519240838145,4363,2,8.38091517312361,0.6931471805599453,10.20555037764913,0.6931471805599453
8728d5522ffffff,8728d4375ffffff,1,28.483516432437177,4363,1,8.38091517312361,0.0,10.25711593555264,0.0
8728d5522ffffff,8728d4a49ffffff,58,37.86768146830287,4363,58,8.38091517312361,4.060443010546419,10.541879702975283,4.060443010546419
8728d5522ffffff,8728d4a53ffffff,26,39.1147421991927,4363,26,8.38091517312361,3.258096538021482,10.574280278736367,3.258096538021482
8728d5522ffffff,8728d4a58ffffff,6,36.767408357405245,4363,6,8.38091517312361,1.791759469228055,10.512394286913104,1.791759469228055
8728d5522ffffff,8728d4a5affffff,98,35.664805862443714,4363,98,8.38091517312361,4.584967478670572,10.481947689786848,4.584967478670572
8728d5522ffffff,8728d4a5effffff,12,37.8911463259741,4363,12,8.38091517312361,2.4849066497880004,10.542499148646739,2.4849066497880004
8728d5522ffffff,8728d4ae9ffffff,26,34.696854980182785,4363,26,8.38091517312361,3.258096538021482,10.454433147891194,3.258096538021482
8728d5522ffffff,8728d4aedffffff,57,36.90357596731243,4363,57,8.38091517312361,4.04305126783455,10.516090832294287,4.04305126783455
8728d5522ffffff,8728d5501ffffff,24,5.782104230641748,4363,24,8.38091517312361,3.1780538303479458,8.662695881623971,3.1780538303479458
8728d5522ffffff,8728d5520ffffff,60,2.4182879811436244,4363,60,8.38091517312361,4.0943445622221,7.791228553190828,4.0943445622221
8728d5522ffffff,8728d5522ffffff,22,0.0,4363,22,8.38091517312361,3.091042453358316,0.0,3.091042453358316
8728d5522ffffff,8728d5524ffffff,27,4.06544040271742,4363,27,8.38091517312361,3.295836866004329,8.310523301829306,3.295836866004329
8728d5522ffffff,8728d5525ffffff,16,4.836635607990863,4363,16,8.38091517312361,2.772588722239781,8.48418136960474,2.772588722239781
8728d5522ffffff,8728d552affffff,18,5.819173246264249,4363,18,8.38091517312361,2.8903717578961645,8.669085307681799,2.8903717578961645
8728d5522ffffff,8728d5533ffffff,8,4.836394246804013,4363,8,8.38091517312361,2.0794415416798357,8.484131475973294,2.0794415416798357
8728d5522ffffff,8728d5575ffffff,20,13.556097759035984,4363,20,8.38091517312361,2.995732273553991,9.514665509017172,2.995732273553991
8728d5522ffffff,8728d5576ffffff,100,10.177097988090686,4363,100,8.38091517312361,4.605170185988092,9.22799343454306,4.605170185988092
8728d5522ffffff,8728d5581ffffff,35,18.90948121294201,4363,35,8.38091517312361,3.5553480614894135,9.847471608866638,3.5553480614894135
8728d5522ffffff,8728d5582ffffff,4,22.02359077109364,4363,4,8.38091517312361,1.3862943611198906,9.999914870431704,1.3862943611198906
8728d5522ffffff,8728d5595ffffff,85,23.015613686738526,4363,85,8.38091517312361,4.442651256490317,10.043971568359519,4.442651256490317
8728d5522ffffff,8728d55a1ffffff,86,13.40212579642063,4363,86,8.38091517312361,4.454347296253507,9.503243227125761,4.454347296253507
8728d5522ffffff,8728d55a2ffffff,16,16.926287453728758,4363,16,8.38091517312361,2.772588722239781,9.73668224101033,2.772588722239781
8728d5522ffffff,8728d55a5ffffff,24,12.09052091222061,4363,24,8.38091517312361,3.1780538303479458,9.400259734887902,3.1780538303479458
8728d5522ffffff,8728d55aeffffff,15,14.932040545536722,4363,15,8.38091517312361,2.70805020110221,9.611331523217094,2.70805020110221
8728d5522ffffff,8728d55b2ffffff,60,23.081135153328336,4363,60,8.38091517312361,4.0943445622221,10.046814227319258,4.0943445622221
8728d5522ffffff,8728d55b6ffffff,19,22.152741555450547,4363,19,8.38091517312361,2.9444389791664403,10.005761680190043,2.9444389791664403
8728d5522ffffff,8728d5c00ffffff,70,24.727817936289675,4363,70,8.38091517312361,4.248495242049359,10.11572456059788,4.248495242049359
8728d5522ffffff,8728d5c01ffffff,57,25.243061749994546,4363,57,8.38091517312361,4.04305126783455,10.136346228826735,4.04305126783455
8728d5522ffffff,8728d5c04ffffff,7,26.57873049233996,4363,7,8.38091517312361,1.9459101490553132,10.187904192725236,1.9459101490553132
8728d5522ffffff,8728d5c05ffffff,55,26.9799223347526,4363,55,8.38091517312361,4.007333185232471,10.202885315046682,4.007333185232471
8728d5522ffffff,8728d5c0dffffff,19,26.821026520067356,4363,19,8.38091517312361,2.9444389791664403,10.196978714013493,2.9444389791664403
8728d5522ffffff,8728d5c0effffff,32,23.590497158797717,4363,32,8.38091517312361,3.4657359027997265,10.068641636212256,3.4657359027997265
8728d5522ffffff,8728d5c10ffffff,29,20.25236449672577,4363,29,8.38091517312361,3.367295829986474,9.916076206720096,3.367295829986474
8728d5522ffffff,8728d5c12ffffff,25,18.298783983958486,4363,25,8.38091517312361,3.2188758248682006,9.814644534604568,3.2188758248682006
8728d5522ffffff,8728d5c14ffffff,55,22.313538534101546,4363,55,8.38091517312361,4.007333185232471,10.01299369722156,4.007333185232471
8728d5522ffffff,8728d5c16ffffff,72,20.416661272950606,4363,72,8.38091517312361,4.276666119016055,9.924155553962132,4.276666119016055
8728d5522ffffff,8728d5c1dffffff,46,21.24980554448603,4363,46,8.38091517312361,3.828641396489095,9.964150081609887,3.828641396489095
8728d5522ffffff,8728d5c22ffffff,83,28.48526378425417,4363,83,8.38091517312361,4.418840607796598,10.257177277588362,4.418840607796598
8728d5522ffffff,8728d5c30ffffff,25,26.34715915236549,4363,25,8.38091517312361,3.2188758248682006,10.179153690138785,3.2188758248682006
8728d5522ffffff,8728d5c81ffffff,58,10.40738905445141,4363,58,8.38091517312361,4.060443010546419,9.250367399821481,4.060443010546419
8728d5522ffffff,8728d5c83ffffff,19,8.922452238924745,4363,19,8.38091517312361,2.9444389791664403,9.096438173001223,2.9444389791664403
8728d5522ffffff,8728d5c84ffffff,18,13.387622320836174,4363,18,8.38091517312361,2.8903717578961645,9.502160544731337,2.8903717578961645
8728d5522ffffff,8728d5c8bffffff,28,6.307528625587448,4363,28,8.38091517312361,3.332204510175204,8.749657746979352,3.332204510175204
8728d5522ffffff,8728d5c8dffffff,88,10.33490964843517,4363,88,8.38091517312361,4.477336814478207,9.243379484540212,4.477336814478207
8728d5522ffffff,8728d5c96ffffff,85,13.33045743254448,4363,85,8.38091517312361,4.442651256490317,9.497881741970673,4.442651256490317
8728d5522ffffff,8728d5ca2ffffff,8,15.621192450078814,4363,8,8.38091517312361,2.0794415416798357,9.656447775264686,2.0794415416798357
8728d5522ffffff,8728d5ca6ffffff,75,17.855418958974944,4363,75,8.38091517312361,4.31748811353631,9.790118328110022,4.31748811353631
8728d5522ffffff,8728d5ca9ffffff,3,14.385965925396308,4363,3,8.38091517312361,1.0986122886681098,9.574077931604139,1.0986122886681098
8728d5522ffffff,8728d5cacffffff,97,16.212773624335746,4363,97,8.38091517312361,4.574710978503383,9.693616383709452,4.574710978503383
8728d5522ffffff,8728d5cb4ffffff,8,18.002769080057845,4363,8,8.38091517312361,2.0794415416798357,9.798336408295125,2.0794415416798357
8728d5522ffffff,8728d5cb5ffffff,38,16.701047584957152,4363,38,8.38091517312361,3.6375861597263857,9.723286600766544,3.6375861597263857
8728d5522ffffff,8728d5cb6ffffff,50,17.376175400627226,4363,50,8.38091517312361,3.912023005428146,9.76291286550956,3.912023005428146
8728d5522ffffff,8728d5cf2ffffff,22,11.018354877058306,4363,22,8.38091517312361,3.091042453358316,9.30740853989152,3.091042453358316
8728d5522ffffff,8728d5d03ffffff,9,36.492259225376614,4363,9,8.38091517312361,2.1972245773362196,10.504882843758557,2.1972245773362196
8728d5522ffffff,8728d5d04ffffff,11,40.64670531151542,4363,11,8.38091517312361,2.3978952727983707,10.61269766348138,2.3978952727983707
8728d5522ffffff,8728d5d0cffffff,28,38.58474274880755,4363,28,8.38091517312361,3.332204510175204,10.560638128383962,3.332204510175204
8728d5522ffffff,8728d5d10ffffff,70,35.14171441294778,4363,70,8.38091517312361,4.248495242049359,10.467172604430754,4.248495242049359
8728d5522ffffff,8728d5d12ffffff,29,33.4568982473637,4363,29,8.38091517312361,3.367295829986474,10.41804315868162,3.367295829986474
8728d5522ffffff,8728d5d15ffffff,11,36.908852474130754,4363,11,8.38091517312361,2.3978952727983707,10.516233799108193,2.3978952727983707
8728d5522ffffff,8728d5d16ffffff,15,35.659865779306664,4363,15,8.38091517312361,2.70805020110221,10.481809169846656,2.70805020110221
8728d5522ffffff,8728d5d1cffffff,94,34.53126965022816,4363,94,8.38091517312361,4.543294782270004,10.44964951803071,4.543294782270004
8728d5522ffffff,8728d5d22ffffff,53,42.74930662709036,4363,53,8.38091517312361,3.970291913552122,10.6631316469027,3.970291913552122
8728d5522ffffff,8728d5d23ffffff,7,42.5995779550035,4363,7,8.38091517312361,1.9459101490553132,10.659623099184293,1.9459101490553132
8728d5522ffffff,8728d5d26ffffff,32,44.86579178958516,4363,32,8.38091517312361,3.4657359027997265,10.711453196293094,3.4657359027997265
8728d5522ffffff,8728d5d31ffffff,8,40.87671856644678,4363,8,8.38091517312361,2.0794415416798357,10.61834041525878,2.0794415416798357
8728d5522ffffff,8728d5d35ffffff,27,43.01815333933785,4363,27,8.38091517312361,3.295836866004329,10.669400721998995,3.295836866004329
8728d5522ffffff,8728d5d46ffffff,8,40.19369292769363,4363,8,8.38091517312361,2.0794415416798357,10.6014902491681,2.0794415416798357
8728d5522ffffff,8728d5d80ffffff,56,26.798883571102255,4363,56,8.38091517312361,4.02535169073515,10.196152822127655,4.02535169073515
8728d5522ffffff,8728d5d81ffffff,47,25.92552347053306,4363,47,8.38091517312361,3.8501476017100584,10.16302179590474,3.8501476017100584
