,origin,destination,flow,cost,O,D,log_O,log_D,log_cost,log_flow
53,893010008a7ffff,8930100088bffff,1,1.1231086678567217,2,41,0.6931471805599453,3.713572066704308,7.024745705368297,0.0
54,893010008a7ffff,893010008a7ffff,1,0.0,2,13,0.6931471805599453,2.5649493574615367,0.0,0.0
55,893010008abffff,893010008abffff,1,0.0,1,1,0.0,0.0,0.0,0.0
56,893010008bbffff,893010008bbffff,2,0.0,3,23,1.0986122886681098,3.1354942159291497,0.0,0.6931471805599453
57,893010008bbffff,8930100a637ffff,1,14.22179607865869,3,2,1.0986122886681098,0.6931471805599453,9.562601314032214,0.0
58,893010008d7ffff,8930100088bffff,1,0.2808073222454451,6,41,1.791759469228055,3.713572066704308,5.641223582964639,0.0
59,893010008d7ffff,893010008d7ffff,2,0.0,6,51,1.791759469228055,3.9318256327243257,0.0,0.6931471805599453
60,893010008d7ffff,89301000c6bffff,2,0.5311880649944658,6,5,1.791759469228055,1.6094379124341003,6.276996932501946,0.6931471805599453
61,893010008d7ffff,893010018b7ffff,1,3.776887833902266,6,1,1.791759469228055,0.0,8.236920358341276,0.0
62,8930100091bffff,893010009dbffff,1,0.7907738219576947,1,4,0.0,1.3862943611198906,6.674275772692924,0.0
63,8930100095bffff,89301000833ffff,1,0.8235183098950568,1,19,0.0,2.9444389791664403,6.714799349024218,0.0
64,8930100096bffff,8930100096bffff,1,0.0,3,15,1.0986122886681098,2.70805020110221,0.0,0.0
65,8930100096bffff,893010009b3ffff,1,1.7189594973328002,3,9,1.0986122886681098,2.1972245773362196,7.450056021467913,0.0
66,8930100096bffff,893010009c3ffff,1,1.5524863782730385,3,7,1.0986122886681098,1.9459101490553132,7.348256960383355,0.0
67,8930100096fffff,893010009b3ffff,1,1.7301204558383851,1,9,0.0,2.1972245773362196,7.456524140183415,0.0
68,8930100098bffff,893010009d7ffff,1,0.28072288307557813,1,3,0.0,1.0986122886681098,5.6409239036583605,0.0
69,893010009cbffff,893010009c3ffff,1,0.2615093767425682,2,7,0.6931471805599453,1.9459101490553132,5.570286802317771,0.0
70,893010009cbffff,893010009cbffff,1,0.0,2,25,0.6931471805599453,3.2188758248682006,0.0,0.0
71,893010009d3ffff,893010009d3ffff,2,0.0,3,12,1.0986122886681098,2.4849066497880004,0.0,0.6931471805599453
72,893010009d3ffff,89301005547ffff,1,4.791685937198263,3,5,1.0986122886681098,1.6094379124341003,8.474846271704651,0.0
73,89301000a0bffff,89301000a0bffff,1,0.0,2,16,0.6931471805599453,2.772588722239781,0.0,0.0
74,89301000a0bffff,89301000a1bffff,1,0.31059193416598396,2,17,0.6931471805599453,2.833213344056216,5.741694428443285,0.0
75,89301000a2bffff,89301000a47ffff,1,0.8425897750420108,1,6,0.0,1.791759469228055,6.737666327907659,0.0
76,89301000a43ffff,89301000e27ffff,1,1.9703954063070752,2,30,0.6931471805599453,3.4011973816621555,7.586496899060761,0.0
77,89301000a43ffff,89301001513ffff,1,7.381738294802564,2,25,0.6931471805599453,3.2188758248682006,8.906899891431388,0.0
78,89301000a47ffff,8930100e65bffff,1,3.4404945549722505,1,14,0.0,2.6390573296152584,8.143661119670162,0.0
79,89301000a4bffff,89301001cdbffff,1,4.52199792397102,1,30,0.0,3.4011973816621555,8.416930310483933,0.0
80,89301000a4fffff,89301000a4fffff,1,0.0,1,23,0.0,3.1354942159291497,0.0,0.0
81,89301000a57ffff,89301000a57ffff,1,0.0,2,32,0.6931471805599453,3.4657359027997265,0.0,0.0
82,89301000a57ffff,89301002967ffff,1,6.5553248800443455,2,1,0.6931471805599453,0.0,8.788185493249163,0.0
83,89301000a63ffff,893010008d3ffff,1,3.0054413140977507,3,27,1.0986122886681098,3.295836866004329,8.008512370614325,0.0
84,89301000a63ffff,89301000a97ffff,1,1.7865821272351265,3,23,1.0986122886681098,3.1354942159291497,7.488619218819074,0.0
85,89301000a63ffff,89301072167ffff,1,15.492029894888685,3,2,1.0986122886681098,0.6931471805599453,9.648145517568347,0.0
86,89301000a6bffff,89301000b3bffff,1,2.355462113749578,5,2,1.6094379124341003,0.6931471805599453,7.76491666889509,0.0
87,89301000a6bffff,893010019b3ffff,1,0.561776474817111,5,47,1.6094379124341003,3.8501476017100584,6.33288252411269,0.0
88,89301000a6bffff,89301001d33ffff,1,1.8805984755879375,5,14,1.6094379124341003,2.6390573296152584,7.539876947536004,0.0
89,89301000a6bffff,893010026a7ffff,1,12.906400646211614,5,10,1.6094379124341003,2.302585092994046,9.465556119355332,0.0
90,89301000a6bffff,8930100ababffff,1,7.1217490952956135,5,1,1.6094379124341003,0.0,8.871049038774999,0.0
91,89301000a73ffff,8930100006fffff,3,5.171118015106093,6578,3,8.791486026749002,1.0986122886681098,8.55103755771071,1.0986122886681098
92,89301000a73ffff,893010000afffff,1,5.83433431935806,6578,1,8.791486026749002,0.0,8.671686838599136,0.0
93,89301000a73ffff,8930100012bffff,4,4.028283663702417,6578,4,8.791486026749002,1.3862943611198906,8.30134388819883,1.3862943611198906
94,89301000a73ffff,89301000133ffff,7,4.502189962734158,6578,7,8.791486026749002,1.9459101490553132,8.412541305228821,1.9459101490553132
95,89301000a73ffff,8930100013bffff,8,4.337064355543767,6578,8,8.791486026749002,2.0794415416798357,8.375183526579628,2.0794415416798357
96,89301000a73ffff,89301000167ffff,12,3.8717080278277067,6578,12,8.791486026749002,2.4849066497880004,8.26170929010648,2.4849066497880004
97,89301000a73ffff,8930100016fffff,35,3.726924490048265,6578,38,8.791486026749002,3.6375861597263857,8.22360692078497,3.5553480614894135
98,89301000a73ffff,89301000177ffff,2,4.181781512513138,6578,2,8.791486026749002,0.6931471805599453,8.338731737831607,0.6931471805599453
99,89301000a73ffff,8930100017bffff,1,4.215476110606374,6578,1,8.791486026749002,0.0,8.346755013305861,0.0
100,89301000a73ffff,89301000193ffff,12,5.883692347416217,6578,13,8.791486026749002,2.5649493574615367,8.680109740913458,2.4849066497880004
101,89301000a73ffff,89301000197ffff,12,5.733552040906792,6578,13,8.791486026749002,2.5649493574615367,8.654264916819079,2.4849066497880004
102,89301000a73ffff,893010001a3ffff,2,4.981329421233895,6578,2,8.791486026749002,0.6931471805599453,8.513652815923155,0.6931471805599453
103,89301000a73ffff,893010001afffff,1,4.676113377364216,6578,1,8.791486026749002,0.0,8.450436398903996,0.0
104,89301000a73ffff,893010001b3ffff,2,5.287159435586022,6578,2,8.791486026749002,0.6931471805599453,8.573225531528221,0.6931471805599453
105,89301000a73ffff,893010001b7ffff,2,5.160670249674972,6578,2,8.791486026749002,0.6931471805599453,8.549015497896196,0.6931471805599453
106,89301000a73ffff,89301000203ffff,26,5.802377690302532,6578,27,8.791486026749002,3.295836866004329,8.66619538742549,3.258096538021482
107,89301000a73ffff,89301000207ffff,3,5.543530268458647,6578,5,8.791486026749002,1.6094379124341003,8.620567183564706,1.0986122886681098
108,89301000a73ffff,8930100020bffff,65,5.798697656790426,6578,67,8.791486026749002,4.204692619390966,8.66556106703621,4.174387269895637
109,89301000a73ffff,8930100020fffff,4,5.535067206652581,6578,5,8.791486026749002,1.6094379124341003,8.619039637153836,1.3862943611198906
110,89301000a73ffff,89301000213ffff,18,6.073809996520902,6578,18,8.791486026749002,2.8903717578961645,8.71190599142678,2.8903717578961645
111,89301000a73ffff,89301000217ffff,17,5.817840664586227,6578,18,8.791486026749002,2.8903717578961645,8.668856322358119,2.833213344056216
112,89301000a73ffff,8930100021bffff,27,6.063213071374997,6578,27,8.791486026749002,3.295836866004329,8.710160063805013,3.295836866004329
113,89301000a73ffff,8930100022bffff,7,5.007646273519654,6578,7,8.791486026749002,1.9459101490553132,8.518920952680697,1.9459101490553132
114,89301000a73ffff,8930100022fffff,1,4.744659473824967,6578,1,8.791486026749002,0.0,8.464985684279313,0.0
115,89301000a73ffff,89301000233ffff,21,5.286960880378565,6578,21,8.791486026749002,3.044522437723423,8.573187983693751,3.044522437723423
116,89301000a73ffff,8930100023bffff,9,5.273247844917138,6578,9,8.791486026749002,2.1972245773362196,8.57059135953624,2.1972245773362196
117,89301000a73ffff,89301000243ffff,1,6.075882729674111,6578,1,8.791486026749002,0.0,8.712247134544866,0.0
118,89301000a73ffff,8930100024bffff,1,6.099082581676208,6578,1,8.791486026749002,0.0,8.716057588049472,0.0
119,89301000a73ffff,8930100024fffff,12,5.826711794428266,6578,12,8.791486026749002,2.4849066497880004,8.670379714209721,2.4849066497880004
120,89301000a73ffff,89301000257ffff,6,6.0639046628978095,6578,7,8.791486026749002,1.9459101490553132,8.71027410202918,1.791759469228055
121,89301000a73ffff,89301000263ffff,1,5.284743157303224,6578,1,8.791486026749002,0.0,8.572768504748632,0.0
122,89301000a73ffff,89301000267ffff,6,5.0154409060902445,6578,6,8.791486026749002,1.791759469228055,8.52047597838803,1.791759469228055
123,89301000a73ffff,8930100026fffff,3,5.036843914622358,6578,3,8.791486026749002,1.0986122886681098,8.524733474817364,1.0986122886681098
124,89301000a73ffff,89301000273ffff,4,5.538972071323913,6578,4,8.791486026749002,1.3862943611198906,8.61974473845135,1.3862943611198906
125,89301000a73ffff,89301000277ffff,2,5.272506088406121,6578,2,8.791486026749002,0.6931471805599453,8.570450712244517,0.6931471805599453
126,89301000a73ffff,8930100027bffff,99,5.555220764821741,6578,100,8.791486026749002,4.605170185988092,8.622673437573996,4.59511985013459
127,89301000a73ffff,89301000283ffff,1,6.376456769069684,6578,1,8.791486026749002,0.0,8.760524671328888,0.0
128,89301000a73ffff,8930100028bffff,33,6.34883499570764,6578,33,8.791486026749002,3.4965075614664802,8.756184106621193,3.4965075614664802
129,89301000a73ffff,893010002abffff,4,5.564302843995966,6578,4,8.791486026749002,1.3862943611198906,8.624306681635247,1.3862943611198906
130,89301000a73ffff,893010002afffff,12,5.313542694959491,6578,15,8.791486026749002,2.70805020110221,8.578202246615183,2.4849066497880004
131,89301000a73ffff,893010002c3ffff,23,6.591913756965257,6578,23,8.791486026749002,3.1354942159291497,8.793750678027479,3.1354942159291497
132,89301000a73ffff,893010002c7ffff,18,6.331917568313194,6578,19,8.791486026749002,2.9444389791664403,8.753516320217159,2.8903717578961645
133,89301000a73ffff,893010002cfffff,21,6.325792110781861,6578,21,8.791486026749002,3.044522437723423,8.752548611136204,3.044522437723423
134,89301000a73ffff,893010002dbffff,7,6.853585110184038,6578,8,8.791486026749002,2.0794415416798357,8.832673066486306,1.9459101490553132
135,89301000a73ffff,8930100030bffff,1,4.003597303245394,6578,1,8.791486026749002,0.0,8.295198305944098,0.0
136,89301000a73ffff,89301000313ffff,9,4.347774796645458,6578,10,8.791486026749002,2.302585092994046,8.377649428466672,2.1972245773362196
137,89301000a73ffff,89301000317ffff,48,4.118917221601355,6578,49,8.791486026749002,3.8918202981106265,8.323588350297397,3.871201010907891
138,89301000a73ffff,8930100032bffff,11,3.2313761860459107,6578,11,8.791486026749002,2.3978952727983707,8.08097280706508,2.3978952727983707
139,89301000a73ffff,8930100032fffff,9,2.9971646893218784,6578,9,8.791486026749002,2.1972245773362196,8.005755610216445,2.1972245773362196
140,89301000a73ffff,89301000333ffff,1,3.5951722500614287,6578,1,8.791486026749002,0.0,8.187625294906342,0.0
141,89301000a73ffff,89301000337ffff,7,3.377935989330117,6578,7,8.791486026749002,1.9459101490553132,8.125316142862207,1.9459101490553132
142,89301000a73ffff,89301000347ffff,1,3.9706216937262058,6578,1,8.791486026749002,0.0,8.286929777357788,0.0
143,89301000a73ffff,8930100034bffff,2,4.216809743427237,6578,2,8.791486026749002,0.6931471805599453,8.347071254148313,0.6931471805599453
144,89301000a73ffff,8930100034fffff,47,3.9547234230713917,6578,50,8.791486026749002,3.912023005428146,8.282918777020344,3.8501476017100584
145,89301000a73ffff,8930100035bffff,1,4.483873000919995,6578,1,8.791486026749002,0.0,8.408465457686182,0.0
146,89301000a73ffff,89301000367ffff,8,3.1879199242957807,6578,10,8.791486026749002,2.302585092994046,8.067437556721696,2.0794415416798357
147,89301000a73ffff,8930100036bffff,41,3.426295665102095,6578,44,8.791486026749002,3.784189633918261,8.139526793350695,3.713572066704308
148,89301000a73ffff,8930100036fffff,48,3.165567608701666,6578,55,8.791486026749002,4.007333185232471,8.060403506968616,3.871201010907891
149,89301000a73ffff,89301000373ffff,1,3.71929992834895,6578,1,8.791486026749002,0.0,8.221559569917355,0.0
150,89301000a73ffff,8930100037bffff,27,3.6954287155699164,6578,29,8.791486026749002,3.367295829986474,8.215122420507116,3.295836866004329
151,89301000a73ffff,893010003a3ffff,9,3.9887851624480954,6578,9,8.791486026749002,2.1972245773362196,8.291492664436298,2.1972245773362196
152,89301000a73ffff,893010003a7ffff,28,3.7867617706388597,6578,31,8.791486026749002,3.4339872044851463,8.239530561789433,3.332204510175204
153,89301000a73ffff,893010003abffff,46,3.8968916088435686,6578,49,8.791486026749002,3.8918202981106265,8.268191072816744,3.828641396489095
154,89301000a73ffff,893010003afffff,26,3.682931000620461,6578,28,8.791486026749002,3.332204510175204,8.211735667726526,3.258096538021482
155,89301000a73ffff,893010003b7ffff,1,4.095351749742499,6578,1,8.791486026749002,0.0,8.317852039434154,0.0
156,89301000a73ffff,893010003bbffff,5,4.199900952572326,6578,5,8.791486026749002,1.6094379124341003,8.34305429378416,1.6094379124341003
157,89301000a73ffff,893010003c3ffff,23,4.822075839423912,6578,25,8.791486026749002,3.2188758248682006,8.481167144478603,3.1354942159291497
158,89301000a73ffff,893010003c7ffff,3,4.582443054545415,6578,3,8.791486026749002,1.0986122886681098,8.430205753313615,1.0986122886681098
159,89301000a73ffff,893010003cbffff,1,4.782111320246877,6578,1,8.791486026749002,0.0,8.47284651755683,0.0
160,89301000a73ffff,893010003d7ffff,2,4.875773324904671,6578,2,8.791486026749002,0.6931471805599453,8.492239076242504,0.6931471805599453
161,89301000a73ffff,893010003dbffff,3,5.065970703325531,6578,3,8.791486026749002,1.0986122886681098,8.530498423601198,1.0986122886681098
162,89301000a73ffff,8930100044fffff,2,8.014303058704307,6578,2,8.791486026749002,0.6931471805599453,8.989107875770404,0.6931471805599453
163,89301000a73ffff,8930100050fffff,1,6.663835613024416,6578,1,8.791486026749002,0.0,8.804600568096252,0.0
164,89301000a73ffff,89301000517ffff,1,7.122817701196615,6578,1,8.791486026749002,0.0,8.87119905469368,0.0
165,89301000a73ffff,8930100052fffff,1,6.042069892032746,6578,1,8.791486026749002,0.0,8.70666742207868,0.0
166,89301000a73ffff,89301000563ffff,3,6.211275409838207,6578,3,8.791486026749002,1.0986122886681098,8.734282518417519,1.0986122886681098
167,89301000a73ffff,89301000567ffff,1,6.043172726727448,6578,1,8.791486026749002,0.0,8.706849901198616,0.0
168,89301000a73ffff,89301000573ffff,1,6.521804300865927,6578,1,8.791486026749002,0.0,8.783059669945757,0.0
169,89301000a73ffff,89301000597ffff,2,7.8963903124598005,6578,2,8.791486026749002,0.6931471805599453,8.974287643685809,0.6931471805599453
170,89301000a73ffff,8930100065bffff,1,8.19665154067064,6578,1,8.791486026749002,0.0,9.011602994753565,0.0
171,89301000a73ffff,8930100067bffff,1,7.411083502294022,6578,1,8.791486026749002,0.0,8.910866853166674,0.0
172,89301000a73ffff,89301000803ffff,7,2.2725945092009256,6578,7,8.791486026749002,1.9459101490553132,7.729117342315696,1.9459101490553132
173,89301000a73ffff,89301000807ffff,14,2.354437414873233,6578,15,8.791486026749002,2.70805020110221,7.7644817280028775,2.6390573296152584
174,89301000a73ffff,8930100080fffff,1,2.092889348491084,6578,1,8.791486026749002,0.0,7.646778547861929,0.0
175,89301000a73ffff,89301000813ffff,14,2.478310533513228,6578,14,8.791486026749002,2.6390573296152584,7.8157357898267446,2.6390573296152584
176,89301000a73ffff,89301000817ffff,39,2.5325543011057547,6578,41,8.791486026749002,3.713572066704308,7.837378457923203,3.6635616461296463
177,89301000a73ffff,8930100081bffff,1,2.223437898374403,6578,1,8.791486026749002,0.0,7.707259532739933,0.0
178,89301000a73ffff,89301000823ffff,14,2.3471192082958794,6578,16,8.791486026749002,2.772588722239781,7.761369949802276,2.6390573296152584
179,89301000a73ffff,89301000827ffff,4,2.511935094737587,6578,4,8.791486026749002,1.3862943611198906,7.829206709409646,1.3862943611198906
180,89301000a73ffff,8930100082bffff,4,2.0930752835414568,6578,4,8.791486026749002,1.3862943611198906,7.646867342809752,1.3862943611198906
181,89301000a73ffff,8930100082fffff,4,2.265180708609463,6578,5,8.791486026749002,1.6094379124341003,7.725851186250037,1.3862943611198906
182,89301000a73ffff,89301000833ffff,14,2.465709832041951,6578,19,8.791486026749002,2.9444389791664403,7.810640489847504,2.6390573296152584
183,89301000a73ffff,89301000837ffff,12,2.6026359302098077,6578,13,8.791486026749002,2.5649493574615367,7.864664181806501,2.4849066497880004
184,89301000a73ffff,8930100084fffff,2,1.4959458030641664,6578,2,8.791486026749002,0.6931471805599453,7.311182180066307,0.6931471805599453
185,89301000a73ffff,89301000853ffff,8,1.9671315159891607,6578,8,8.791486026749002,2.0794415416798357,7.584839902609623,2.0794415416798357
186,89301000a73ffff,8930100085bffff,4,1.730792734982102,6578,4,8.791486026749002,1.3862943611198906,7.456912413937401,1.3862943611198906
187,89301000a73ffff,89301000863ffff,9,1.6876260420625648,6578,10,8.791486026749002,2.302585092994046,7.4316704843968076,2.1972245773362196
188,89301000a73ffff,8930100086bffff,2,1.4298356869352045,6578,3,8.791486026749002,1.0986122886681098,7.266013949019026,0.6931471805599453
189,89301000a73ffff,8930100086fffff,12,1.592251738516095,6578,13,8.791486026749002,2.5649493574615367,7.373532325369766,2.4849066497880004
190,89301000a73ffff,89301000873ffff,2,1.831327259974433,6578,2,8.791486026749002,0.6931471805599453,7.513342164637903,0.6931471805599453
191,89301000a73ffff,89301000877ffff,1,1.946414480695712,6578,1,8.791486026749002,0.0,7.57425786442936,0.0
192,89301000a73ffff,8930100087bffff,5,1.5697511490791012,6578,7,8.791486026749002,1.9459101490553132,7.35930922283084,1.6094379124341003
193,89301000a73ffff,89301000883ffff,17,2.9552008477563607,6578,19,8.791486026749002,2.9444389791664403,7.991660225550261,2.833213344056216
194,89301000a73ffff,89301000887ffff,2,2.9914747745941996,6578,3,8.791486026749002,1.0986122886681098,8.003856007854143,0.6931471805599453
195,89301000a73ffff,8930100088bffff,36,2.7041064233099306,6578,41,8.791486026749002,3.713572066704308,7.902896533689628,3.58351893845611
196,89301000a73ffff,8930100088fffff,19,2.7344308697042585,6578,19,8.791486026749002,2.9444389791664403,7.9140442416452546,2.9444389791664403
197,89301000a73ffff,89301000893ffff,8,3.190944174284684,6578,8,8.791486026749002,2.0794415416798357,8.068385469157576,2.0794415416798357
198,89301000a73ffff,8930100089bffff,6,2.945366696303507,6578,6,8.791486026749002,1.791759469228055,7.988328061884618,1.791759469228055
199,89301000a73ffff,893010008a3ffff,11,2.8774914822219806,6578,11,8.791486026749002,2.3978952727983707,7.965021645008474,2.3978952727983707
200,89301000a73ffff,893010008a7ffff,11,2.986275440008119,6578,13,8.791486026749002,2.5649493574615367,8.002117026890142,2.3978952727983707
201,89301000a73ffff,893010008afffff,2,2.7258813147863283,6578,2,8.791486026749002,0.6931471805599453,7.910913859634562,0.6931471805599453
202,89301000a73ffff,893010008b7ffff,3,3.138997483680452,6578,3,8.791486026749002,1.0986122886681098,8.051977277526326,1.0986122886681098
203,89301000a73ffff,893010008bbffff,21,2.7927956451613682,6578,23,8.791486026749002,3.1354942159291497,7.935156396541204,3.044522437723423
204,89301000a73ffff,893010008c7ffff,9,2.4551786974819336,6578,9,8.791486026749002,2.1972245773362196,7.806362046181232,2.1972245773362196
205,89301000a73ffff,893010008cbffff,6,2.23042104100661,6578,6,8.791486026749002,1.791759469228055,7.710393899623724,1.791759469228055
206,89301000a73ffff,893010008d3ffff,26,2.7304680324746395,6578,27,8.791486026749002,3.295836866004329,7.912594484481416,3.258096538021482
207,89301000a73ffff,893010008d7ffff,45,2.702770049348997,6578,51,8.791486026749002,3.9318256327243257,7.902402392625442,3.8066624897703196
208,89301000a73ffff,893010008dbffff,37,2.5045568414136863,6578,38,8.791486026749002,3.6375861597263857,7.826266280797275,3.6109179126442243
209,89301000a73ffff,89301000903ffff,1,3.335514397055348,6578,1,8.791486026749002,0.0,8.112681947351689,0.0
210,89301000a73ffff,8930100091bffff,1,3.130704908191837,6578,1,8.791486026749002,0.0,8.049332834342314,0.0
211,89301000a73ffff,8930100093bffff,1,3.5605942345509494,6578,1,8.791486026749002,0.0,8.177963542299297,0.0
212,89301000a73ffff,89301000943ffff,4,2.6653433931299877,6578,4,8.791486026749002,1.3862943611198906,7.888463297068952,1.3862943611198906
213,89301000a73ffff,8930100094fffff,1,2.6707035753442114,6578,1,8.791486026749002,0.0,7.8904715911313525,0.0
214,89301000a73ffff,8930100095bffff,6,2.4573863157549245,6578,6,8.791486026749002,1.791759469228055,7.8072604444791605,1.791759469228055
215,89301000a73ffff,89301000963ffff,3,3.1543087434354815,6578,3,8.791486026749002,1.0986122886681098,8.056841628645643,1.0986122886681098
216,89301000a73ffff,89301000967ffff,1,3.405066836866104,6578,1,8.791486026749002,0.0,8.13331348430259,0.0
217,89301000a73ffff,8930100096bffff,12,2.964902033029492,6578,15,8.791486026749002,2.70805020110221,7.994936492155575,2.4849066497880004
218,89301000a73ffff,8930100096fffff,16,3.222537041599182,6578,16,8.791486026749002,2.772588722239781,8.078234495796544,2.772588722239781
219,89301000a73ffff,89301000983ffff,3,3.681489546258801,6578,3,8.791486026749002,1.0986122886681098,8.21134430957072,1.0986122886681098
