,origin,destination,flow,cost,O,D,log_O,log_D,log_cost,log_flow
31,87309a099ffffff,87309a082ffffff,3,6.041348916855834,92,21,4.5217885770490405,3.044522437723423,8.706548108848553,1.0986122886681098
32,87309a099ffffff,87309a083ffffff,3,4.625221980524123,92,8,4.5217885770490405,2.0794415416798357,8.439495827053896,1.0986122886681098
34,87309a099ffffff,87309a08dffffff,30,6.221913399578437,92,53,4.5217885770490405,3.970291913552122,8.735993468287017,3.4011973816621555
35,87309a099ffffff,87309a08effffff,8,3.868647345149667,92,15,4.5217885770490405,2.70805020110221,8.260918656587343,2.0794415416798357
41,87309a099ffffff,87309a09cffffff,13,3.8817388847425494,92,33,4.5217885770490405,3.4965075614664802,8.264296081717942,2.5649493574615367
44,87309a099ffffff,87309a0a9ffffff,1,9.766450725653945,92,2,4.5217885770490405,0.6931471805599453,9.186810782192053,0.0
45,87309a099ffffff,87309a548ffffff,2,13.559969011548088,92,44,4.5217885770490405,3.784189633918261,9.51495101996979,0.6931471805599453
46,87309a099ffffff,87309a54affffff,1,13.931556192087747,92,12,4.5217885770490405,2.4849066497880004,9.541983552601733,0.0
47,87309a099ffffff,87309a54cffffff,10,15.413985707265269,92,57,4.5217885770490405,4.04305126783455,9.643095413123277,2.302585092994046
48,87309a099ffffff,87309a54dffffff,1,13.501315181701184,92,34,4.5217885770490405,3.5263605246161616,9.510616444663773,0.0
49,87309a099ffffff,87309a554ffffff,1,23.756133481791533,92,8,4.5217885770490405,2.0794415416798357,10.07563812149268,0.0
50,87309a099ffffff,87309a55dffffff,1,16.001069223975254,92,47,4.5217885770490405,3.8501476017100584,9.680473319358422,0.0
51,87309a099ffffff,87309a55effffff,13,18.767665530884788,92,45,4.5217885770490405,3.8066624897703196,9.839944031202554,2.5649493574615367
52,87309a099ffffff,87309a564ffffff,1,25.40216032249206,92,6,4.5217885770490405,1.791759469228055,10.142628867412192,0.0
53,87309a099ffffff,87309a726ffffff,2,2.312627750438999,92,27,4.5217885770490405,3.295836866004329,7.746572026376866,0.6931471805599453
54,87309a099ffffff,87309a734ffffff,1,4.151268574430414,92,18,4.5217885770490405,2.8903717578961645,8.331410108310163,0.0
55,87309a099ffffff,87309a735ffffff,1,3.8699061649082895,92,77,4.5217885770490405,4.343805421853684,8.261243909753821,0.0
56,87309a0a3ffffff,87309a016ffffff,28,5.7565293019230355,147,30,4.990432586778736,3.4011973816621555,8.658263721030224,3.332204510175204
58,87309a0a3ffffff,87309a0a1ffffff,18,2.0731262074533623,147,76,4.990432586778736,4.330733340286331,7.637295239133502,2.8903717578961645
64,87309a0a3ffffff,87309a0aeffffff,23,2.08234437183114,147,105,4.990432586778736,4.653960350157523,7.641729752527247,3.1354942159291497
66,87309a0a3ffffff,87309a18affffff,62,6.936532233561269,147,63,4.990432586778736,4.143134726391533,8.844701404322997,4.127134385045092
68,87309a0a3ffffff,87309a198ffffff,5,7.765992511799486,147,11,4.990432586778736,2.3978952727983707,8.957638304314571,1.6094379124341003
71,87309a0a3ffffff,87309a55dffffff,11,13.831932997612725,147,47,4.990432586778736,3.8501476017100584,9.534807477200301,2.3978952727983707
72,87309a0a5ffffff,87309a010ffffff,1,3.451376872378196,161,3,5.081404364984463,1.0986122886681098,8.146818221324743,0.0
73,87309a0a5ffffff,87309a012ffffff,1,2.082082788711847,161,2,5.081404364984463,0.6931471805599453,7.64160418541204,0.0
76,87309a0a5ffffff,87309a0a1ffffff,55,2.311816853981439,161,76,5.081404364984463,4.330733340286331,7.746221477938399,4.007333185232471
82,87309a0a5ffffff,87309a0aeffffff,80,4.623647711480426,161,105,5.081404364984463,4.653960350157523,8.439155476554687,4.382026634673881
83,87309a0a5ffffff,87309a0b0ffffff,2,7.275103452375166,161,13,5.081404364984463,2.5649493574615367,8.892350757840283,0.6931471805599453
84,87309a0a5ffffff,87309a0b1ffffff,1,6.220741518196969,161,18,5.081404364984463,2.8903717578961645,8.73580513339261,0.0
86,87309a0a5ffffff,87309a0b6ffffff,18,8.70932309155384,161,25,5.081404364984463,3.2188758248682006,9.072264163481629,2.8903717578961645
89,87309a0a5ffffff,87309a18effffff,1,6.04118594244394,161,5,5.081404364984463,1.6094379124341003,8.706521136455523,0.0
90,87309a0a5ffffff,87309a198ffffff,1,6.250186623940053,161,11,5.081404364984463,2.3978952727983707,8.74052658453976,0.0
93,87309a0a5ffffff,87309a569ffffff,1,8.721030467593042,161,106,5.081404364984463,4.663439094112067,9.073607341585449,0.0
98,87309a0b0ffffff,87309a0a4ffffff,2,6.2221044590415575,114,6,4.736198448394496,1.791759469228055,8.73602417039034,0.6931471805599453
99,87309a0b0ffffff,87309a0a6ffffff,1,4.148736032726529,114,1,4.736198448394496,0.0,8.33080000462984,0.0
108,87309a0b0ffffff,87309a511ffffff,1,26.00670465350275,114,11,4.736198448394496,2.3978952727983707,10.166148105932749,0.0
109,87309a0b0ffffff,87309a541ffffff,2,7.305854620229865,114,8,4.736198448394496,2.0794415416798357,8.896568175634602,0.6931471805599453
110,87309a0b0ffffff,87309a548ffffff,1,5.309767560942025,114,44,4.736198448394496,3.784189633918261,8.577491653872872,0.0
111,87309a0b0ffffff,87309a54cffffff,5,5.320808847762586,114,57,4.736198448394496,4.04305126783455,8.579568533523666,1.6094379124341003
113,87309a0b0ffffff,87309a569ffffff,100,3.8847636201850317,114,106,4.736198448394496,4.663439094112067,8.265074799519326,4.605170185988092
115,87309a0b0ffffff,87309a571ffffff,1,12.518485193056916,114,14,4.736198448394496,2.6390573296152584,9.435041525043268,0.0
116,87309a0b0ffffff,87309acd3ffffff,1,21.37162793796141,114,2,4.736198448394496,0.6931471805599453,9.969866313984305,0.0
117,87309a0d0ffffff,87309a089ffffff,1,3.8784736642318385,627,7,6.440946540632921,1.9459101490553132,8.26345476986705,0.0
118,87309a0d0ffffff,87309a08bffffff,42,4.161128167681543,627,49,6.440946540632921,3.8918202981106265,8.333781801213103,3.7376696182833684
120,87309a0d0ffffff,87309a0c2ffffff,90,3.44922093637972,627,92,6.440946540632921,4.5217885770490405,8.146193547505316,4.499809670330265
122,87309a0d0ffffff,87309a0c4ffffff,86,6.215824455083705,627,88,6.440946540632921,4.477336814478207,8.735014517596552,4.454347296253507
123,87309a0d0ffffff,87309a0c5ffffff,44,7.2647787017650565,627,54,6.440946540632921,3.9889840465642745,8.8909307556376,3.784189633918261
127,87309a0d0ffffff,87309a0d2ffffff,1,2.0732718273093305,627,2,6.440946540632921,0.6931471805599453,7.637365444477738,0.0
133,87309a0d0ffffff,87309a0deffffff,31,3.8772641722426515,627,31,6.440946540632921,3.4339872044851463,8.263142954225819,3.4339872044851463
134,87309a0d0ffffff,87309a0eeffffff,3,9.27727728554893,627,6,6.440946540632921,1.791759469228055,9.135431171214414,1.0986122886681098
135,87309a0d0ffffff,87309a0f0ffffff,12,6.022957088734974,627,13,6.440946540632921,2.5649493574615367,8.703499646070389,2.4849066497880004
136,87309a0d0ffffff,87309a0f1ffffff,66,5.756162478768282,627,67,6.440946540632921,4.204692619390966,8.658200007096431,4.189654742026425
137,87309a0d0ffffff,87309a0f2ffffff,11,4.622300106717686,627,12,6.440946540632921,2.4849066497880004,8.43886403789202,2.3978952727983707
139,87309a0d0ffffff,87309a442ffffff,1,20.74149861455817,627,91,6.440946540632921,4.51085950651685,9.939939947746016,0.0
140,87309a0d0ffffff,87309a451ffffff,9,22.499171975709967,627,48,6.440946540632921,3.871201010907891,10.02127823152819,2.1972245773362196
141,87309a0d0ffffff,87309a45affffff,1,23.187144509875708,627,37,6.440946540632921,3.6109179126442243,10.051396414537656,0.0
142,87309a0d0ffffff,87309a56affffff,3,23.345647083754987,627,30,6.440946540632921,3.4011973816621555,10.058208658942991,1.0986122886681098
143,87309a0d0ffffff,87309a720ffffff,57,5.30136498904918,627,66,6.440946540632921,4.189654742026425,8.575908224360637,4.04305126783455
144,87309a0d0ffffff,87309a721ffffff,1,4.147208627724302,627,5,6.440946540632921,1.6094379124341003,8.33043186406444,0.0
145,87309a0d0ffffff,87309a723ffffff,1,6.221810281463799,627,182,6.440946540632921,5.204006687076795,8.735976897436291,0.0
146,87309a0d0ffffff,87309a724ffffff,4,5.309540886719855,627,6,6.440946540632921,1.791759469228055,8.577448970954224,1.3862943611198906
147,87309a0d0ffffff,87309a725ffffff,61,3.4514195339222637,627,72,6.440946540632921,4.276666119016055,8.1468305783999,4.110873864173311
148,87309a0d0ffffff,87309a726ffffff,5,6.905037740410419,627,27,6.440946540632921,3.295836866004329,8.84015134280764,1.6094379124341003
149,87309a0d0ffffff,87309a729ffffff,1,6.93352619843045,627,10,6.440946540632921,2.302585092994046,8.84426801007331,0.0
150,87309a0d0ffffff,87309a72cffffff,66,3.8672903916213377,627,77,6.440946540632921,4.343805421853684,8.260567929148483,4.189654742026425
151,87309a0d0ffffff,87309a72effffff,29,5.759883106922507,627,31,6.440946540632921,3.4339872044851463,8.658846059112106,3.367295829986474
152,87309a0d0ffffff,87419672affffff,1,72.72888316458766,627,5,6.440946540632921,1.6094379124341003,11.194507626720618,0.0
153,87309a40affffff,87309a402ffffff,2,5.801915224393176,81,2,4.394449154672439,0.6931471805599453,8.666115695156304,0.6931471805599453
154,87309a40affffff,87309a408ffffff,7,2.081812840075793,81,21,4.394449154672439,3.044522437723423,7.641474586084315,1.9459101490553132
155,87309a40affffff,87309a409ffffff,3,3.467902985658585,81,25,4.394449154672439,3.2188758248682006,8.15159368049584,1.0986122886681098
158,87309a40affffff,87309a40dffffff,4,4.162960506193024,81,70,4.394449154672439,4.248495242049359,8.334221945106073,1.3862943611198906
159,87309a40affffff,87309a40effffff,3,2.3173897763286133,81,11,4.394449154672439,2.3978952727983707,7.748628161760548,1.0986122886681098
161,87309a40affffff,87309a41bffffff,1,4.165620698059384,81,8,4.394449154672439,2.0794415416798357,8.334860602095677,0.0
163,87309a40affffff,87309a450ffffff,28,6.266123732428156,81,36,4.394449154672439,3.58351893845611,8.743072793515998,3.332204510175204
164,87309a40affffff,87309a451ffffff,1,8.353516538051817,81,48,4.394449154672439,3.871201010907891,9.03055757437043,0.0
165,87309a40affffff,87309a453ffffff,3,7.798717123089295,81,20,4.394449154672439,2.995732273553991,8.961842745749443,1.0986122886681098
166,87309a40affffff,87309a454ffffff,1,5.332848852518261,81,6,4.394449154672439,1.791759469228055,8.58182836772972,0.0
168,87309a40affffff,87309a4dcffffff,1,14.322116483347939,81,5,4.394449154672439,1.6094379124341003,9.569630048355044,0.0
169,87309a40affffff,87309a4ddffffff,1,15.158468880947956,81,5,4.394449154672439,1.6094379124341003,9.626380624344387,0.0
170,87309a40affffff,87309a4deffffff,1,15.925029968637574,81,1,4.394449154672439,0.0,9.675710154558528,0.0
171,87309a40affffff,87309a4e0ffffff,11,4.634812974681472,81,25,4.394449154672439,3.2188758248682006,8.441566861687615,2.3978952727983707
173,87309a40affffff,87309a4e5ffffff,1,3.890278484148574,81,8,4.394449154672439,2.0794415416798357,8.266493041780057,0.0
174,87309a40affffff,87309a4e6ffffff,10,3.879350285465953,81,51,4.394449154672439,3.9318256327243257,8.263680708301614,2.302585092994046
175,87309a40affffff,87309a4f5ffffff,1,5.780206404378716,81,50,4.394449154672439,3.912023005428146,8.66236766036808,0.0
176,87309a40affffff,87309a5a3ffffff,1,21.263414955189393,81,97,4.394449154672439,4.574710978503383,9.964790295209076,0.0
177,87309a40affffff,8741964edffffff,1,29.464265089889516,81,1,4.394449154672439,0.0,10.29096739400363,0.0
178,87309a40bffffff,87309a01bffffff,2,31.85854649504009,88,2,4.477336814478207,0.6931471805599453,10.369092349057649,0.6931471805599453
179,87309a40bffffff,87309a095ffffff,1,18.626594376222123,88,59,4.477336814478207,4.07753744390572,9.832399328914692,0.0
185,87309a40bffffff,87309a40dffffff,63,3.877525908108242,88,70,4.477336814478207,4.248495242049359,8.263210439838549,4.143134726391533
187,87309a40bffffff,87309a418ffffff,4,5.3361457524221825,88,11,4.477336814478207,2.3978952727983707,8.582446285764709,1.3862943611198906
188,87309a40bffffff,87309a419ffffff,1,3.469005276514877,88,10,4.477336814478207,2.302585092994046,8.151911393549224,0.0
189,87309a40bffffff,87309a41bffffff,2,5.3275302733625916,88,8,4.477336814478207,2.0794415416798357,8.58083073304913,0.6931471805599453
190,87309a40bffffff,87309a41cffffff,3,6.270067522067878,88,13,4.477336814478207,2.5649493574615367,8.743701877837609,1.0986122886681098
192,87309a40bffffff,87309a456ffffff,7,2.088707957011248,88,21,4.477336814478207,3.044522437723423,7.644779601707782,1.9459101490553132
193,87309a40bffffff,87309a472ffffff,2,4.162050227860808,88,13,4.477336814478207,2.5649493574615367,8.334003312426251,0.6931471805599453
194,87309a40bffffff,87309a489ffffff,1,12.50210587529337,88,1,4.477336814478207,0.0,9.433732362450298,0.0
195,87309a40bffffff,87309a4d4ffffff,1,11.858304000824724,88,18,4.477336814478207,2.8903717578961645,9.380867986244947,0.0
196,87309a40bffffff,87309a4e4ffffff,1,2.082022630107509,88,8,4.477336814478207,2.0794415416798357,7.641575305391831,0.0
197,87309a41bffffff,87309a412ffffff,1,7.808813992883845,430,6,6.063785208687608,1.791759469228055,8.963136426017956,0.0
198,87309a41bffffff,87309a413ffffff,1,5.803839614190015,430,25,6.063785208687608,3.2188758248682006,8.666447264842471,0.0
200,87309a41bffffff,87309a419ffffff,8,2.083142809855132,430,10,6.063785208687608,2.302585092994046,7.6421129273272905,2.0794415416798357
203,87309a41bffffff,87309a41dffffff,1,3.8799171394729597,430,8,6.063785208687608,2.0794415416798357,8.263826780837702,0.0
204,87309a41bffffff,87309a451ffffff,3,10.666770225511678,430,48,6.063785208687608,3.871201010907891,9.274982346403998,1.0986122886681098
205,87309a41bffffff,87309a452ffffff,6,7.322724116326144,430,23,6.063785208687608,3.1354942159291497,8.898874236642293,1.791759469228055
206,87309a41bffffff,87309a45cffffff,56,12.635424102210044,430,169,6.063785208687608,5.1298987149230735,9.444338724369992,4.02535169073515
207,87309a41bffffff,87309a45effffff,3,11.403935113823305,430,24,6.063785208687608,3.1780538303479458,9.341801445427715,1.0986122886681098
208,87309a41bffffff,87309a488ffffff,4,8.339217903643998,430,4,6.063785208687608,1.3862943611198906,9.028844622546726,1.3862943611198906
211,87309a41bffffff,87309a48cffffff,2,7.315717533078041,430,2,6.063785208687608,0.6931471805599453,8.89791708194016,0.6931471805599453
213,87309a41bffffff,87309a4a8ffffff,1,5.340976291069379,430,9,6.063785208687608,2.1972245773362196,8.583350955447662,0.0
214,87309a41bffffff,87309a4a9ffffff,1,3.472306604371764,430,15,6.063785208687608,2.70805020110221,8.152862331131258,0.0
215,87309a41bffffff,87309a4c0ffffff,3,8.302081969124757,430,3,6.063785208687608,1.0986122886681098,9.024382046443188,1.0986122886681098
217,87309a41bffffff,87309a4c3ffffff,8,10.579793940523109,430,8,6.063785208687608,2.0794415416798357,9.266795744234152,2.0794415416798357
218,87309a41bffffff,87309a4c4ffffff,6,6.054889999563509,430,6,6.063785208687608,1.791759469228055,8.708786631075752,1.791759469228055
219,87309a41bffffff,87309a4c5ffffff,93,7.781672633502403,430,93,6.063785208687608,4.532599493153256,8.959655084337959,4.532599493153256
221,87309a41bffffff,87309a4d0ffffff,19,9.892170637885904,430,75,6.063785208687608,4.31748811353631,9.199599963520363,2.9444389791664403
223,87309a41bffffff,87309a4d2ffffff,3,11.647279435131882,430,69,6.063785208687608,4.23410650459726,9.362913760115392,1.0986122886681098
226,87309a41bffffff,87309a4d6ffffff,10,9.628930656586107,430,12,6.063785208687608,2.4849066497880004,9.17263130399637,2.302585092994046
227,87309a41bffffff,87309a4dcffffff,1,11.590826347799595,430,5,6.063785208687608,1.6094379124341003,9.358055503539761,0.0
228,87309a41bffffff,87309a4ddffffff,2,12.871838296096668,430,5,6.063785208687608,1.6094379124341003,9.462874812102969,0.6931471805599453
229,87309a41bffffff,87309a4e0ffffff,8,4.179909244122014,430,25,6.063785208687608,3.2188758248682006,8.338284024381437,2.0794415416798357
230,87309a41bffffff,87309a4e1ffffff,2,6.268877441263207,430,13,6.063785208687608,2.5649493574615367,8.74351208658795,0.6931471805599453
231,87309a41bffffff,87309a4e2ffffff,15,3.8914403881165556,430,51,6.063785208687608,3.9318256327243257,8.266791589041508,2.70805020110221
232,87309a41bffffff,87309a4e3ffffff,2,5.8002176561868986,430,2,6.063785208687608,0.6931471805599453,8.66582311522192,0.6931471805599453
233,87309a41bffffff,87309a4e4ffffff,2,3.470107506992055,430,8,6.063785208687608,2.0794415416798357,8.152228988298313,0.6931471805599453
234,87309a41bffffff,87309a4e5ffffff,6,5.3359156008463,430,8,6.063785208687608,2.0794415416798357,8.582403162239688,1.791759469228055
235,87309a41bffffff,87309a4e6ffffff,39,2.090283383973773,430,51,6.063785208687608,3.9318256327243257,7.645533215819174,3.6635616461296463
236,87309a41bffffff,87309a4eaffffff,6,9.652215284576293,430,6,6.063785208687608,1.791759469228055,9.175046328949065,1.791759469228055
237,87309a41bffffff,87309a4edffffff,1,10.444840293054742,430,30,6.063785208687608,3.4011973816621555,9.253959120065923,0.0
238,87309a41bffffff,87309a4eeffffff,18,7.801487279961428,430,18,6.063785208687608,2.8903717578961645,8.962197843891946,2.8903717578961645
239,87309a41bffffff,87309a4f0ffffff,51,3.8811733244398092,430,57,6.063785208687608,4.04305126783455,8.264150410965073,3.9318256327243257
243,87309a41bffffff,87309a4f4ffffff,4,2.083807604381738,430,41,6.063785208687608,3.713572066704308,7.642431853899298,1.3862943611198906
245,87309a41bffffff,87309a4f6ffffff,2,4.168279875507928,430,5,6.063785208687608,1.6094379124341003,8.335498608155197,0.6931471805599453
246,87309a41bffffff,87309a558ffffff,1,15.965974502470043,430,110,6.063785208687608,4.700480365792417,9.67827777444922,0.0
247,87309a41bffffff,87309a7a5ffffff,4,19.676922995988374,430,10,6.063785208687608,2.302585092994046,9.887252626214902,1.3862943611198906
248,87309a41bffffff,8741960b6ffffff,5,48.351594126649964,430,6,6.063785208687608,1.791759469228055,10.786275152526963,1.6094379124341003
249,87309a41bffffff,8741964daffffff,3,11.570335839188607,430,3,6.063785208687608,1.0986122886681098,9.35628627066987,1.0986122886681098
250,87309a41bffffff,8741964dbffffff,28,11.867618766069349,430,28,6.063785208687608,3.332204510175204,9.38165311740157,3.332204510175204
251,87309a41bffffff,8741964deffffff,1,13.497414069936191,430,2,6.063785208687608,0.6931471805599453,9.510327481224616,0.0
252,87309a424ffffff,87309a013ffffff,1,29.628376497173285,216,4,5.375278407684165,1.3862943611198906,10.29652159738884,0.0
253,87309a424ffffff,87309a01dffffff,49,34.91091415850363,216,50,5.375278407684165,3.912023005428146,10.460583429833475,3.8918202981106265
254,87309a424ffffff,87309a0a0ffffff,1,24.350962917453295,216,3,5.375278407684165,1.0986122886681098,10.100367737888131,0.0
255,87309a424ffffff,87309a18effffff,1,24.642489751742513,216,5,5.375278407684165,1.6094379124341003,10.112268037153944,0.0
256,87309a424ffffff,87309a404ffffff,1,6.039745326440987,216,1,5.375278407684165,0.0,8.706282681733285,0.0
257,87309a424ffffff,87309a411ffffff,1,11.635583754327198,216,58,5.375278407684165,4.060443010546419,9.361909186311964,0.0
260,87309a424ffffff,87309a426ffffff,6,2.081213830669586,216,13,5.375278407684165,2.5649493574615367,7.641186948353424,1.791759469228055
261,87309a424ffffff,87309a42dffffff,1,7.803450517172418,216,22,5.375278407684165,3.091042453358316,8.962449429083977,0.0
262,87309a424ffffff,87309a436ffffff,91,7.30793812155362,216,100,5.375278407684165,4.605170185988092,8.896853278382661,4.51085950651685
263,87309a424ffffff,87309a49affffff,1,28.919879176370383,216,1,5.375278407684165,0.0,10.272319076100054,0.0
264,87309a424ffffff,87309a4a5ffffff,1,13.913812572740483,216,5,5.375278407684165,1.6094379124341003,9.54070920442914,0.0
265,87309a424ffffff,87309a4d2ffffff,22,28.005002001117827,216,69,5.375278407684165,4.23410650459726,10.240174123368902,3.091042453358316
266,87309a424ffffff,87309a4d4ffffff,1,24.17095363631669,216,18,5.375278407684165,2.8903717578961645,10.092948299405668,0.0
267,87309a424ffffff,87309a4dcffffff,3,28.015260392332095,216,5,5.375278407684165,1.6094379124341003,10.240540348897492,1.0986122886681098
270,87309a424ffffff,87309a510ffffff,2,9.853215452081933,216,20,5.375278407684165,2.995732273553991,9.19565460729374,0.6931471805599453
271,87309a424ffffff,87309a513ffffff,1,8.368753801580642,216,52,5.375278407684165,3.9512437185814275,9.032379748663889,0.0
272,87309a424ffffff,87309a515ffffff,11,9.663445354084386,216,22,5.375278407684165,3.091042453358316,9.176209002937727,2.3978952727983707
273,87309a424ffffff,87309a519ffffff,1,2.0912049284611833,216,1,5.375278407684165,0.0,7.645973778542668,0.0
274,87309a424ffffff,87309a51affffff,1,5.339276777569682,216,75,5.375278407684165,4.31748811353631,8.583032761616618,0.0
275,87309a424ffffff,87309a51bffffff,9,3.470062841072108,216,18,5.375278407684165,2.8903717578961645,8.152216120299487,2.1972245773362196
276,87309a424ffffff,87309a542ffffff,1,8.748498489045318,216,28,5.375278407684165,3.332204510175204,9.076751662171384,0.0
277,87309a424ffffff,87309a556ffffff,2,3.46786388897563,216,14,5.375278407684165,2.6390573296152584,8.151582409813598,0.6931471805599453
278,87309a424ffffff,87309a571ffffff,1,9.318887128621753,216,14,5.375278407684165,2.6390573296152584,9.1399057969434,0.0
279,87309a424ffffff,87309a589ffffff,1,10.41272939182063,216,3,5.375278407684165,1.0986122886681098,9.250880348347838,0.0
280,87309a424ffffff,87309a5a9ffffff,1,6.942324665595048,216,3,5.375278407684165,1.0986122886681098,8.845535997232078,0.0
281,87309a424ffffff,87309a5adffffff,4,7.330709630171701,216,55,5.375278407684165,4.007333185232471,8.899964005089135,1.3862943611198906
282,87309a424ffffff,8741964deffffff,1,29.669907009157,216,2,5.375278407684165,0.6931471805599453,10.297922282725168,0.0
285,87309a425ffffff,87309a423ffffff,3,3.8766998876079284,98,4,4.584967478670572,1.3862943611198906,8.262997444362348,1.0986122886681098
286,87309a425ffffff,87309a424ffffff,53,2.0905490098218262,98,71,4.584967478670572,4.2626798770413155,7.6456602234653825,3.970291913552122
289,87309a425ffffff,87309a42effffff,1,4.633941893526849,98,18,4.584967478670572,2.8903717578961645,8.441378941465462,0.0
290,87309a425ffffff,87309a436ffffff,6,8.747828934547723,98,100,4.584967478670572,4.605170185988092,9.076675134343128,1.791759469228055
291,87309a425ffffff,87309a50bffffff,13,2.3169491881286532,98,18,4.584967478670572,2.8903717578961645,7.748438103093714,2.5649493574615367
292,87309a425ffffff,87309a51affffff,2,7.328288346182958,98,75,4.584967478670572,4.31748811353631,8.899633702334212,0.6931471805599453
293,87309a425ffffff,87309a52cffffff,2,12.849669019521258,98,7,4.584967478670572,1.9459101490553132,9.461151152744067,0.6931471805599453
294,87309a425ffffff,87309a550ffffff,1,3.4667680963627867,98,5,4.584967478670572,1.6094379124341003,8.15126646610366,0.0
297,87309a425ffffff,87309a554ffffff,1,4.15951972529579,98,8,4.584967478670572,2.0794415416798357,8.333395279417045,0.0
298,87309a425ffffff,87309a556ffffff,3,2.0800930213549207,98,14,4.584967478670572,2.6390573296152584,7.640648525709319,1.0986122886681098
299,87309a425ffffff,87309a55cffffff,9,7.319047104735079,98,124,4.584967478670572,4.820281565605037,8.89837204200775,2.1972245773362196
300,87309a425ffffff,87309a571ffffff,1,8.316373690705639,98,14,4.584967478670572,2.6390573296152584,9.02610182180866,0.0
301,87309a425ffffff,87309a5a0ffffff,1,15.566674530317474,98,9,4.584967478670572,2.1972245773362196,9.652951897881287,0.0
302,87309a425ffffff,87309a5a9ffffff,1,8.759486427141924,98,3,4.584967478670572,1.0986122886681098,9.078006710601352,0.0
303,87309a425ffffff,87309a5aaffffff,1,12.212075927396512,98,11,4.584967478670572,2.3978952727983707,9.410262454084254,0.0
304,87309a428ffffff,87309a094ffffff,1,13.849549957990492,125,73,4.8283137373023015,4.290459441148391,9.536080218985294,0.0
305,87309a428ffffff,87309a0b6ffffff,1,14.582045450284218,125,25,4.8283137373023015,3.2188758248682006,9.587614862370865,0.0
306,87309a428ffffff,87309a401ffffff,3,4.162119065780502,125,4,4.8283137373023015,1.3862943611198906,8.334019847742137,1.0986122886681098
307,87309a428ffffff,87309a405ffffff,17,3.46788480104923,125,17,4.8283137373023015,2.833213344056216,8.151588438303396,2.833213344056216
310,87309a428ffffff,87309a42affffff,39,2.080726741392993,125,61,4.8283137373023015,4.110873864173311,7.640952992430958,3.6635616461296463
311,87309a428ffffff,87309a42bffffff,2,2.316630682659896,125,4,4.8283137373023015,1.3862943611198906,7.7483006853474405,0.6931471805599453
314,87309a428ffffff,87309a42effffff,11,2.089499235864336,125,18,4.8283137373023015,2.8903717578961645,7.6451581852688495,2.3978952727983707
315,87309a428ffffff,87309a45cffffff,1,13.777318831585621,125,169,4.8283137373023015,5.1298987149230735,9.530851536514348,0.0
