origin,destination,flow,cost,O,D,log_O,log_D,log_cost,log_flow
872a30664ffffff,872a30771ffffff,24,12.870116622995917,1775,24,7.4815557019095165,3.1780538303479458,9.46274105852014,3.1780538303479458
872a30664ffffff,872a30774ffffff,29,17.00156461011699,1775,29,7.4815557019095165,3.367295829986474,9.741119471078862,3.367295829986474
872a30664ffffff,872a30775ffffff,74,15.221486579053867,1775,74,7.4815557019095165,4.30406509320417,9.630528993830435,4.30406509320417
872a339a5ffffff,872a30281ffffff,99,22.104135405844197,3741,99,8.227108234348146,4.59511985013459,10.003565231816982,4.59511985013459
872a339a5ffffff,872a30283ffffff,15,19.777685602429532,3741,15,8.227108234348146,2.70805020110221,9.89236015213101,2.70805020110221
872a339a5ffffff,872a30288ffffff,12,20.806176207434323,3741,12,8.227108234348146,2.4849066497880004,9.943053216159958,2.4849066497880004
872a339a5ffffff,872a30289ffffff,17,21.71182088278407,3741,17,8.227108234348146,2.833213344056216,9.985658189152145,2.833213344056216
872a339a5ffffff,872a3028bffffff,83,19.187534732515893,3741,83,8.227108234348146,4.418840607796598,9.86206823030306,4.418840607796598
872a339a5ffffff,872a3028effffff,66,20.153048901000687,3741,66,8.227108234348146,4.189654742026425,9.911160485204412,4.189654742026425
872a339a5ffffff,872a302c0ffffff,10,28.144755868177135,3741,10,8.227108234348146,2.302585092994046,10.245151853752716,2.302585092994046
872a339a5ffffff,872a302c1ffffff,33,29.72836953842213,3741,33,8.227108234348146,3.4965075614664802,10.29989070952518,3.4965075614664802
872a339a5ffffff,872a302c2ffffff,5,25.639126996668008,3741,5,8.227108234348146,1.6094379124341003,10.151913864090515,1.6094379124341003
872a339a5ffffff,872a302c3ffffff,42,27.254446403398823,3741,42,8.227108234348146,3.7376696182833684,10.213008648135075,3.7376696182833684
872a339a5ffffff,872a302c8ffffff,54,30.802811150853465,3741,54,8.227108234348146,3.9889840465642745,10.335393699970743,3.9889840465642745
872a339a5ffffff,872a302c9ffffff,15,32.70113903591647,3741,15,8.227108234348146,2.70805020110221,10.395195768688346,2.70805020110221
872a339a5ffffff,872a302caffffff,29,28.430384664207498,3741,29,8.227108234348146,3.367295829986474,10.255248907792742,3.367295829986474
872a339a5ffffff,872a302cbffffff,36,30.37493091084561,3741,36,8.227108234348146,3.58351893845611,10.321405827443868,3.58351893845611
872a339a5ffffff,872a302ccffffff,37,31.418677990761697,3741,37,8.227108234348146,3.6109179126442243,10.355189663213547,3.6109179126442243
872a339a5ffffff,872a302ceffffff,43,28.98201384598103,3741,43,8.227108234348146,3.7612001156935624,10.274465207913174,3.7612001156935624
872a339a5ffffff,872a302d1ffffff,92,23.14011250610713,3741,92,8.227108234348146,4.5217885770490405,10.049366076778995,4.5217885770490405
872a339a5ffffff,872a302d3ffffff,78,20.650158087981882,3741,78,8.227108234348146,4.356708826689592,9.935526678559121,4.356708826689592
872a339a5ffffff,872a302d4ffffff,48,22.839779303034373,3741,48,8.227108234348146,3.871201010907891,10.036302783285697,3.871201010907891
872a339a5ffffff,872a302d5ffffff,1,24.15875750382353,3741,1,8.227108234348146,0.0,10.092443614904983,0.0
872a339a5ffffff,872a302d8ffffff,52,24.1696431924373,3741,52,8.227108234348146,3.9512437185814275,10.092894084532423,3.9512437185814275
872a339a5ffffff,872a302d9ffffff,24,26.08857103750742,3741,24,8.227108234348146,3.1780538303479458,10.169290936351585,3.1780538303479458
872a339a5ffffff,872a302daffffff,20,21.807476717384834,3741,20,8.227108234348146,2.995732273553991,9.990054013445414,2.995732273553991
872a339a5ffffff,872a302dbffffff,11,23.786452139345926,3741,11,8.227108234348146,2.3978952727983707,10.076913499593802,2.3978952727983707
872a339a5ffffff,872a302dcffffff,31,24.792992378817875,3741,31,8.227108234348146,3.4339872044851463,10.118356660017948,3.4339872044851463
872a339a5ffffff,872a302ddffffff,47,26.56380912370249,3741,47,8.227108234348146,3.8501476017100584,10.187342653604288,3.8501476017100584
872a339a5ffffff,872a302eaffffff,10,32.211860278464655,3741,10,8.227108234348146,2.302585092994046,10.380121039328488,2.302585092994046
872a339a5ffffff,872a302f0ffffff,1,26.767613133679422,3741,1,8.227108234348146,0.0,10.194985328436463,0.0
872a339a5ffffff,872a302f2ffffff,62,24.238777070757525,3741,62,8.227108234348146,4.127134385045092,10.095750243390032,4.127134385045092
872a339a5ffffff,872a302f3ffffff,4,25.376957736230825,3741,4,8.227108234348146,1.3862943611198906,10.141636270585106,1.3862943611198906
872a339a5ffffff,872a302f6ffffff,20,25.798388921803134,3741,20,8.227108234348146,2.995732273553991,10.15810608542778,2.995732273553991
872a339a5ffffff,872a30643ffffff,99,8.364738223215248,3741,99,8.227108234348146,4.59511985013459,9.03189986095739,4.59511985013459
872a339a5ffffff,872a30656ffffff,1,15.856680011836856,3741,1,8.227108234348146,0.0,9.671409205285768,0.0
872a339a5ffffff,872a30661ffffff,49,14.797425997521287,3741,50,8.227108234348146,3.912023005428146,9.602276102577651,3.8918202981106265
872a339a5ffffff,872a3066dffffff,1,13.272636731490367,3741,1,8.227108234348146,0.0,9.493535146410368,0.0
872a339a5ffffff,872a30671ffffff,57,14.720562254294022,3741,57,8.227108234348146,4.04305126783455,9.597068518057172,4.04305126783455
872a339a5ffffff,872a30673ffffff,10,14.675437218590407,3741,75,8.227108234348146,4.31748811353631,9.59399857643169,2.302585092994046
872a339a5ffffff,872a306c9ffffff,10,14.082052926177754,3741,103,8.227108234348146,4.634728988229636,9.552727433351732,2.302585092994046
872a339a5ffffff,872a306cdffffff,19,13.29491964330401,3741,103,8.227108234348146,4.634728988229636,9.495212473402479,2.9444389791664403
872a339a5ffffff,872a306ebffffff,37,12.93668424760088,3741,37,8.227108234348146,3.6109179126442243,9.467899591266772,3.6109179126442243
872a339a5ffffff,872a31596ffffff,16,32.38327377816396,3741,16,8.227108234348146,2.772588722239781,10.385428206729607,2.772588722239781
872a339a5ffffff,872a33820ffffff,14,15.830917358567934,3741,59,8.227108234348146,4.07753744390572,9.66978326737034,2.6390573296152584
872a339a5ffffff,872a33825ffffff,31,16.966651014193285,3741,39,8.227108234348146,3.6635616461296463,9.73906392874124,3.4339872044851463
872a339a5ffffff,872a33826ffffff,2,13.4360299533605,3741,2,8.227108234348146,0.6931471805599453,9.505769604043165,0.6931471805599453
872a339a5ffffff,872a33900ffffff,52,10.907077830088726,3741,52,8.227108234348146,3.9512437185814275,9.297258879078338,3.9512437185814275
872a339a5ffffff,872a33903ffffff,15,10.777430373166942,3741,15,8.227108234348146,2.70805020110221,9.285302228403872,2.70805020110221
872a339a5ffffff,872a33906ffffff,21,9.088210825390151,3741,21,8.227108234348146,3.044522437723423,9.114843365513762,3.044522437723423
872a339a5ffffff,872a33909ffffff,39,17.668348663467913,3741,39,8.227108234348146,3.6635616461296463,9.779586703483698,3.6635616461296463
872a339a5ffffff,872a33910ffffff,15,4.309803489812479,3741,15,8.227108234348146,2.70805020110221,8.368879590273355,2.70805020110221
872a339a5ffffff,872a33911ffffff,1,6.516423273081934,3741,1,8.227108234348146,0.0,8.782234373292168,0.0
872a339a5ffffff,872a33912ffffff,41,2.4255467748602553,3741,41,8.227108234348146,3.713572066704308,7.794224445337926,3.713572066704308
872a339a5ffffff,872a33913ffffff,61,4.850514544317009,3741,61,8.227108234348146,4.110873864173311,8.487046212361923,4.110873864173311
872a339a5ffffff,872a33915ffffff,49,6.6442261296706,3741,49,8.227108234348146,3.8918202981106265,8.801654000616583,3.8918202981106265
872a339a5ffffff,872a33918ffffff,89,9.6987110875727,3741,104,8.227108234348146,4.6443908991413725,9.17985137926158,4.48863636973214
872a339a5ffffff,872a33919ffffff,9,12.12193887391325,3741,27,8.227108234348146,3.295836866004329,9.402854711575433,2.1972245773362196
872a339a5ffffff,872a3391bffffff,17,11.052514644546081,3741,17,8.227108234348146,2.833213344056216,9.310503723752928,2.833213344056216
872a339a5ffffff,872a3391cffffff,14,8.837541455993913,3741,14,8.227108234348146,2.6390573296152584,9.08687714835289,2.6390573296152584
872a339a5ffffff,872a3391effffff,86,7.27490281328289,3741,86,8.227108234348146,4.454347296253507,8.892323182385926,4.454347296253507
872a339a5ffffff,872a33924ffffff,96,16.667185927700253,3741,96,8.227108234348146,4.564348191467836,9.721257147249764,4.564348191467836
872a339a5ffffff,872a33925ffffff,71,17.765071962190156,3741,71,8.227108234348146,4.2626798770413155,9.785045847878132,4.2626798770413155
872a339a5ffffff,872a33929ffffff,38,19.488995070057435,3741,38,8.227108234348146,3.6375861597263857,9.877656539554291,3.6375861597263857
872a339a5ffffff,872a33933ffffff,64,7.614277701473965,3741,64,8.227108234348146,4.1588830833596715,8.937911732356252,4.1588830833596715
872a339a5ffffff,872a33940ffffff,81,26.492395423150775,3741,81,8.227108234348146,4.394449154672439,10.184650751596461,4.394449154672439
872a339a5ffffff,872a33951ffffff,60,23.198878143740625,3741,60,8.227108234348146,4.0943445622221,10.051902305215634,4.0943445622221
872a339a5ffffff,872a33952ffffff,58,19.38813438612536,3741,99,8.227108234348146,4.59511985013459,9.872468104956827,4.060443010546419
872a339a5ffffff,872a33954ffffff,91,20.023593892054585,3741,91,8.227108234348146,4.51085950651685,9.904716491683706,4.51085950651685
872a339a5ffffff,872a3395effffff,73,24.229353285361025,3741,90,8.227108234348146,4.499809670330265,10.095361394197923,4.290459441148391
872a339a5ffffff,872a33960ffffff,61,27.952874817946277,3741,61,8.227108234348146,4.110873864173311,10.23831110289024,4.110873864173311
872a339a5ffffff,872a33961ffffff,6,30.11120821863996,3741,6,8.227108234348146,1.791759469228055,10.312685957167256,1.791759469228055
872a339a5ffffff,872a33962ffffff,64,25.82595269047509,3741,64,8.227108234348146,4.1588830833596715,10.159173903538855,4.1588830833596715
872a339a5ffffff,872a33963ffffff,49,28.037400725711223,3741,49,8.227108234348146,3.8918202981106265,10.241330304062286,3.8918202981106265
872a339a5ffffff,872a33964ffffff,27,28.08483266396377,3741,27,8.227108234348146,3.295836866004329,10.243020552522902,3.295836866004329
872a339a5ffffff,872a33965ffffff,59,30.142926472501387,3741,59,8.227108234348146,4.07753744390572,10.313738738164695,4.07753744390572
872a339a5ffffff,872a33966ffffff,36,25.84048230753567,3741,36,8.227108234348146,3.58351893845611,10.15973632109395,3.58351893845611
872a339a5ffffff,872a33982ffffff,20,11.04778379211031,3741,20,8.227108234348146,2.995732273553991,9.31007563682599,2.995732273553991
872a339a5ffffff,872a33983ffffff,5,10.963015780675017,3741,5,8.227108234348146,1.6094379124341003,9.302373896738953,1.6094379124341003
872a339a5ffffff,872a33986ffffff,48,9.162661292416859,3741,48,8.227108234348146,3.871201010907891,9.123001082219968,3.871201010907891
872a339a5ffffff,872a3398cffffff,67,9.855337246139428,3741,142,8.227108234348146,4.955827057601261,9.195869902531593,4.204692619390966
872a339a5ffffff,872a3398dffffff,8,11.181647784399624,3741,45,8.227108234348146,3.8066624897703196,9.322118550904866,2.0794415416798357
872a339a5ffffff,872a33990ffffff,22,14.15324318770292,3741,111,8.227108234348146,4.709530201312334,9.557769730041253,3.091042453358316
872a339a5ffffff,872a33994ffffff,24,12.692650404702164,3741,24,8.227108234348146,3.1780538303479458,9.448857179287254,3.1780538303479458
872a339a5ffffff,872a33995ffffff,42,11.648574066981817,3741,78,8.227108234348146,4.356708826689592,9.363024897551393,3.7376696182833684
872a339a5ffffff,872a33996ffffff,18,15.231501429401563,3741,18,8.227108234348146,2.8903717578961645,9.63118667596158,2.8903717578961645
872a339a5ffffff,872a339a0ffffff,60,2.538313454200598,3741,60,8.227108234348146,4.0943445622221,7.839649029854866,4.0943445622221
872a339a5ffffff,872a339a2ffffff,56,5.076736020837163,3741,56,8.227108234348146,4.02535169073515,8.532620776044746,4.02535169073515
872a339a5ffffff,872a339a6ffffff,51,4.31101807786451,3741,51,8.227108234348146,3.9318256327243257,8.369161305034709,3.9318256327243257
872a339a5ffffff,872a339abffffff,72,8.777790455470278,3741,72,8.227108234348146,4.276666119016055,9.08009391580324,4.276666119016055
872a339a5ffffff,872a339acffffff,66,4.179650945748527,3741,66,8.227108234348146,4.189654742026425,8.338222242042328,4.189654742026425
872a339a5ffffff,872a339aeffffff,77,4.928633148919731,3741,77,8.227108234348146,4.343805421853684,8.503019852284199,4.343805421853684
872a339a5ffffff,872a339b0ffffff,54,9.091559387579345,3741,54,8.227108234348146,3.9889840465642745,9.11521170833053,3.9889840465642745
872a339a5ffffff,872a339b1ffffff,27,7.615266900945989,3741,27,8.227108234348146,3.295836866004329,8.938041620624215,3.295836866004329
872a339a5ffffff,872a339b2ffffff,68,11.577240729746173,3741,68,8.227108234348146,4.219507705176107,9.356882816420223,4.219507705176107
872a339a5ffffff,872a339b3ffffff,38,10.153905295358566,3741,38,8.227108234348146,3.6375861597263857,9.225712148058498,3.6375861597263857
872a339a5ffffff,872a339b5ffffff,32,6.646386397677305,3741,32,8.227108234348146,3.4657359027997265,8.801979033490486,3.4657359027997265
872a33d59ffffff,872a30602ffffff,33,40.62978584600096,15016,33,9.616871578266345,3.4965075614664802,10.612281330315795,3.4965075614664802
872a33d59ffffff,872a30605ffffff,11,43.31705638815723,15016,76,9.616871578266345,4.330733340286331,10.676324833722372,2.3978952727983707
872a33d59ffffff,872a30610ffffff,16,40.866841108378054,15016,16,9.616871578266345,2.772588722239781,10.618098751781128,2.772588722239781
872a33d59ffffff,872a30611ffffff,9,39.463439397567186,15016,9,9.616871578266345,2.1972245773362196,10.583155276988201,2.1972245773362196
872a33d59ffffff,872a30612ffffff,14,39.948444242788355,15016,14,9.616871578266345,2.6390573296152584,10.595370039778217,2.6390573296152584
872a33d59ffffff,872a30616ffffff,21,42.363926063844275,15016,21,9.616871578266345,3.044522437723423,10.654076083413155,3.044522437723423
872a33d59ffffff,872a30618ffffff,5,35.69909882959111,15016,5,9.616871578266345,1.6094379124341003,10.482908736099784,1.6094379124341003
872a33d59ffffff,872a30619ffffff,13,34.510557043830744,15016,13,9.616871578266345,2.5649493574615367,10.44904953370161,2.5649493574615367
872a33d59ffffff,872a3061affffff,33,34.55870860044506,15016,33,9.616871578266345,3.4965075614664802,10.45044379118236,3.4965075614664802
872a33d59ffffff,872a3061bffffff,56,33.23535175777752,15016,56,9.616871578266345,4.02535169073515,10.411399488366413,4.02535169073515
872a33d59ffffff,872a3061cffffff,1,38.163948149655674,15016,1,9.616871578266345,0.0,10.549672785648015,0.0
872a33d59ffffff,872a3061dffffff,28,36.97921075680446,15016,28,9.616871578266345,3.332204510175204,10.51813820413538,3.332204510175204
872a33d59ffffff,872a3061effffff,80,37.00971593784262,15016,80,9.616871578266345,4.382026634673881,10.518962769636294,4.382026634673881
872a33d59ffffff,872a3062affffff,67,42.35900959433809,15016,125,9.616871578266345,4.8283137373023015,10.65396002621055,4.204692619390966
872a33d59ffffff,872a30655ffffff,18,35.50608543207968,15016,18,9.616871578266345,2.8903717578961645,10.477487545184193,2.8903717578961645
872a33d59ffffff,872a30673ffffff,33,37.86501615493069,15016,75,9.616871578266345,4.31748811353631,10.541809317446406,3.4965075614664802
872a33d59ffffff,872a3068affffff,2,29.434132909721782,15016,2,9.616871578266345,0.6931471805599453,10.289944236815572,0.6931471805599453
872a33d59ffffff,872a30690ffffff,32,37.7101007294783,15016,32,9.616871578266345,3.4657359027997265,10.537709779152266,3.4657359027997265
872a33d59ffffff,872a30691ffffff,53,35.5712500112305,15016,53,9.616871578266345,3.970291913552122,10.479321118810095,3.970291913552122
872a33d59ffffff,872a30692ffffff,3,37.92551583031069,15016,3,9.616871578266345,1.0986122886681098,10.543405772575817,1.0986122886681098
872a33d59ffffff,872a30693ffffff,73,35.711437223202466,15016,73,9.616871578266345,4.290459441148391,10.48325428869926,4.290459441148391
872a33d59ffffff,872a30694ffffff,75,39.76208638508769,15016,75,9.616871578266345,4.31748811353631,10.590694283137285,4.31748811353631
872a33d59ffffff,872a30696ffffff,12,39.88334734199448,15016,12,9.616871578266345,2.4849066497880004,10.59373922871616,2.4849066497880004
872a33d59ffffff,872a3069bffffff,97,29.351605805554627,15016,97,9.616871578266345,4.574710978503383,10.287136605150101,4.574710978503383
872a33d59ffffff,872a3069cffffff,83,33.473265291717404,15016,83,9.616871578266345,4.418840607796598,10.418532222348906,4.418840607796598
872a33d59ffffff,872a3069effffff,20,33.52843092034262,15016,20,9.616871578266345,2.995732273553991,10.420178867062818,2.995732273553991
872a33d59ffffff,872a306a0ffffff,44,40.88701743060327,15016,44,9.616871578266345,3.784189633918261,10.61859232674922,3.784189633918261
872a33d59ffffff,872a306a1ffffff,69,39.173759459519424,15016,69,9.616871578266345,4.23410650459726,10.575787927052708,4.23410650459726
872a33d59ffffff,872a306a5ffffff,8,41.55430867826657,15016,8,9.616871578266345,2.0794415416798357,10.634780558145474,2.0794415416798357
872a33d59ffffff,872a306a9ffffff,61,33.57230579522313,15016,61,9.616871578266345,4.110873864173311,10.421486559812188,4.110873864173311
872a33d59ffffff,872a306adffffff,97,35.99819204405299,15016,97,9.616871578266345,4.574710978503383,10.491251773965644,4.574710978503383
872a33d59ffffff,872a306b0ffffff,88,41.977944174578646,15016,88,9.616871578266345,4.477336814478207,10.64492344238132,4.477336814478207
872a33d59ffffff,872a306b2ffffff,68,41.8596378464643,15016,68,9.616871578266345,4.219507705176107,10.64210123349652,4.219507705176107
872a33d59ffffff,872a306c4ffffff,55,27.107473882379942,15016,55,9.616871578266345,4.007333185232471,10.207601647377368,4.007333185232471
872a33d59ffffff,872a306c5ffffff,87,26.074788080244186,15016,87,9.616871578266345,4.465908118654584,10.168762503007425,4.465908118654584
872a33d59ffffff,872a306c9ffffff,93,19.89107359377181,15016,103,9.616871578266345,4.634728988229636,9.898076619494576,4.532599493153256
872a33d59ffffff,872a306cdffffff,84,22.23700405190609,15016,103,9.616871578266345,4.634728988229636,10.009557998469585,4.430816798843313
872a33d59ffffff,872a306d2ffffff,68,23.375490975439803,15016,68,9.616871578266345,4.219507705176107,10.05948613716826,4.219507705176107
872a33d59ffffff,872a306e2ffffff,38,29.574688005919715,15016,38,9.616871578266345,3.6375861597263857,10.294707951667121,3.6375861597263857
872a33d59ffffff,872a306e3ffffff,26,28.533905528838766,15016,26,9.616871578266345,3.258096538021482,10.258883372253527,3.258096538021482
872a33d59ffffff,872a306e4ffffff,55,33.45697822695683,15016,55,9.616871578266345,4.007333185232471,10.418045549133552,4.007333185232471
872a33d59ffffff,872a306e6ffffff,94,32.04238259316858,15016,94,9.616871578266345,4.543294782270004,10.374845969678677,4.543294782270004
872a33d59ffffff,872a306e9ffffff,10,26.526095781339293,15016,10,9.616871578266345,2.302585092994046,10.185921971910014,2.302585092994046
872a33d59ffffff,872a306f0ffffff,63,29.66705859329674,15016,63,9.616871578266345,4.143134726391533,10.297826277820683,4.143134726391533
872a33d59ffffff,872a306f1ffffff,100,28.311816453250206,15016,100,9.616871578266345,4.605170185988092,10.251069859319665,4.605170185988092
872a33d59ffffff,872a306f2ffffff,35,28.743917940945202,15016,35,9.616871578266345,3.5553480614894135,10.26621626332885,3.5553480614894135
872a33d59ffffff,872a306f3ffffff,41,27.228018332038978,15016,41,9.616871578266345,3.713572066704308,10.212038534046194,3.713572066704308
872a33d59ffffff,872a306f4ffffff,92,32.11092948984362,15016,92,9.616871578266345,4.5217885770490405,10.376982875276472,4.5217885770490405
872a33d59ffffff,872a306f5ffffff,39,30.772856991171903,15016,39,9.616871578266345,3.6635616461296463,10.334420809539909,3.6635616461296463
872a33d59ffffff,872a306f6ffffff,40,31.153647248313604,15016,40,9.616871578266345,3.6888794541139363,10.346718702439937,3.6888794541139363
872a33d59ffffff,872a32a41ffffff,9,35.61253421724045,15016,9,9.616871578266345,2.1972245773362196,10.48048101923364,2.1972245773362196
872a33d59ffffff,872a32a43ffffff,20,36.55970908583169,15016,20,9.616871578266345,2.995732273553991,10.50672942050669,2.995732273553991
872a33d59ffffff,872a32a45ffffff,48,37.18724008300385,15016,48,9.616871578266345,3.871201010907891,10.523747863481656,3.871201010907891
872a33d59ffffff,872a32a48ffffff,38,31.73194541120379,15016,38,9.616871578266345,3.6375861597263857,10.365110707599772,3.6375861597263857
872a33d59ffffff,872a32a49ffffff,33,29.323898670465656,15016,33,9.616871578266345,3.4965075614664802,10.286192218118115,3.4965075614664802
872a33d59ffffff,872a32a4bffffff,8,30.368653577530548,15016,8,9.616871578266345,2.0794415416798357,10.321199151242125,2.0794415416798357
872a33d59ffffff,872a32a4cffffff,47,33.22306105968879,15016,47,9.616871578266345,3.8501476017100584,10.41102962312761,3.8501476017100584
872a33d59ffffff,872a32a4dffffff,47,30.841123442513837,15016,47,9.616871578266345,3.8501476017100584,10.336636678825577,3.8501476017100584
872a33d59ffffff,872a32a50ffffff,2,42.51853934693191,15016,2,9.616871578266345,0.6931471805599453,10.657718998599735,0.6931471805599453
872a33d59ffffff,872a32a51ffffff,17,40.08633288355642,15016,17,9.616871578266345,2.833213344056216,10.598815675200864,2.833213344056216
872a33d59ffffff,872a32a52ffffff,6,43.75736810723374,15016,6,9.616871578266345,1.791759469228055,10.686438144518275,1.791759469228055
872a33d59ffffff,872a32a53ffffff,11,41.32155202300788,15016,11,9.616871578266345,2.3978952727983707,10.629163683741842,2.3978952727983707
872a33d59ffffff,872a32a59ffffff,9,34.01751389114532,15016,9,9.616871578266345,2.1972245773362196,10.434660181607855,2.1972245773362196
872a33d59ffffff,872a32a5cffffff,3,37.65513506452431,15016,3,9.616871578266345,1.0986122886681098,10.536251169874108,1.0986122886681098
872a33d59ffffff,872a32a5effffff,14,38.88630395059905,15016,14,9.616871578266345,2.6390573296152584,10.568423099742823,2.6390573296152584
872a33d59ffffff,872a32a61ffffff,31,38.3089352820637,15016,31,9.616871578266345,3.4339872044851463,10.553464548370995,3.4339872044851463
872a33d59ffffff,872a32a63ffffff,11,38.85540521907465,15016,11,9.616871578266345,2.3978952727983707,10.567628212709998,2.3978952727983707
872a33d59ffffff,872a32a64ffffff,12,42.42775878849503,15016,12,9.616871578266345,2.4849066497880004,10.655581684610228,2.4849066497880004
872a33d59ffffff,872a32a65ffffff,10,40.16563181269058,15016,10,9.616871578266345,2.302585092994046,10.600791875510517,2.302585092994046
872a33d59ffffff,872a32a68ffffff,23,34.21021330636264,15016,23,9.616871578266345,3.1354942159291497,10.44030874376666,3.1354942159291497
872a33d59ffffff,872a32a69ffffff,2,31.913462285948846,15016,2,9.616871578266345,0.6931471805599453,10.370814549230781,0.6931471805599453
872a33d59ffffff,872a32a6affffff,48,34.825687911352844,15016,48,9.616871578266345,3.871201010907891,10.458139265854008,3.871201010907891
872a33d59ffffff,872a32a6bffffff,46,32.47545337354508,15016,46,9.616871578266345,3.828641396489095,10.388270594149246,3.828641396489095
872a33d59ffffff,872a32a6cffffff,17,36.030998932207225,15016,17,9.616871578266345,2.833213344056216,10.492162681864793,2.833213344056216
