,origin,destination,flow,cost,O,D,log_O,log_D,log_cost,log_flow,spline_0,spline_1,spline_2,spline_3,spline_4,spline_5,spline_6,spline_7,spline_8,spline_9,spline_10,spline_11,spline_12,spline_13,spline_14
165,89309824c9bffff,893098240abffff,37,3.6403628271464585,34054,37,10.43570277898059,3.6109179126442243,8.200113293621664,3.6635616461296463,0.4742157672371599,0.4413527300001735,0.06432395650836581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166,89309824c9bffff,893098240afffff,12,3.32007206379826,34054,12,10.43570277898059,2.4849066497880004,8.108042920568677,2.6390573296152584,0.5202796206890625,0.3929965365306195,0.04879566799967252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
167,89309824c9bffff,893098240b3ffff,84,3.5594930055460035,34054,84,10.43570277898059,4.430816798843313,8.177654298961889,4.454347296253507,0.48647991489702636,0.42947531638257486,0.060131656547141914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169,89309824c9bffff,893098240bbffff,14,3.7530064291150134,34054,14,10.43570277898059,2.6390573296152584,8.23057892974888,2.772588722239781,0.45655189737136975,0.4574538255261626,0.0704817472531918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
174,89309824c9bffff,8930982410fffff,58,1.9769775426412246,34054,58,10.43570277898059,4.060443010546419,7.589830158549562,4.0943445622221,0.5908438679892216,0.17784248983776557,0.010302531347036103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175,89309824c9bffff,89309824113ffff,76,2.049202948451137,34054,76,10.43570277898059,4.330733340286331,7.625694066476809,4.356708826689592,0.5941309998691809,0.18885004285614823,0.011473440105509405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176,89309824c9bffff,89309824117ffff,58,1.736901592069114,34054,58,10.43570277898059,4.060443010546419,7.460433682858142,4.0943445622221,0.5724711160330966,0.1425834614337567,0.006986575817850308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
187,89309824c9bffff,8930982414bffff,71,3.1067232534790725,34054,71,10.43570277898059,4.2626798770413155,8.041645664240798,4.290459441148391,0.5465161939622581,0.3592119138241701,0.039980336108779185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
188,89309824c9bffff,8930982414fffff,82,2.8265493340752066,34054,82,10.43570277898059,4.406719247264253,7.947165655786852,4.430816798843313,0.5739943147046184,0.3137587487530308,0.03010983991356889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
194,89309824c9bffff,8930982416bffff,13,2.6025691493701317,34054,13,10.43570277898059,2.5649493574615367,7.86463853240777,2.70805020110221,0.5891297316207952,0.2771288423996115,0.023504205133741612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
195,89309824c9bffff,8930982416fffff,44,2.3705213956262003,34054,44,10.43570277898059,3.784189633918261,7.771286967257204,3.828641396489095,0.5973177050940038,0.23947613525577796,0.017761121085730434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
199,89309824c9bffff,89309824183ffff,9,1.9416254225905607,34054,9,10.43570277898059,2.1972245773362196,7.571795647771592,2.3978952727983707,0.5888681066869053,0.17251637775017922,0.00975966893614894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200,89309824c9bffff,89309824187ffff,11,1.6180351417362961,34054,11,10.43570277898059,2.3978952727983707,7.389585659270539,2.5649493574615367,0.5588793739254365,0.1260176982836364,0.005648102710905339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201,89309824c9bffff,8930982418fffff,1,1.8202282126398337,34054,1,10.43570277898059,0.0,7.507266394577095,1.0986122886681098,0.5801870983939621,0.15456771351926274,0.008041114772025001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202,89309824c9bffff,89309824197ffff,45,1.7735668132756892,34054,45,10.43570277898059,3.8066624897703196,7.481311623265981,3.8501476017100584,0.5760465606694066,0.14782097841076192,0.0074384320106201975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
203,89309824c9bffff,8930982419bffff,2,2.2652101173939854,34054,2,10.43570277898059,0.6931471805599453,7.725864163411827,1.3862943611198906,0.5982389455958301,0.22263385821744947,0.015497591698035435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
204,89309824c9bffff,893098241a3ffff,62,1.182280190468065,34054,62,10.43570277898059,4.127134385045092,7.076045683329284,4.1588830833596715,0.48090260670611207,0.07174830191453767,0.0022034336385190196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
210,89309824c9bffff,893098241bbffff,10,1.500266026904478,34054,10,10.43570277898059,2.302585092994046,7.314064049043772,2.4849066497880004,0.5422910928768787,0.11028471842169481,0.004502394666787289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
211,89309824c9bffff,893098241c3ffff,3,2.6818412783626493,34054,3,10.43570277898059,1.0986122886681098,7.8946316904061,1.6094379124341003,0.5845351626023628,0.290087111718573,0.025718044876584648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
212,89309824c9bffff,893098241c7ffff,38,2.3645404436430577,34054,38,10.43570277898059,3.6375861597263857,7.7687617922165515,3.6888794541139363,0.5974187382915227,0.23851446285277908,0.017627023222662443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
214,89309824c9bffff,893098241cfffff,79,2.605352877978076,34054,79,10.43570277898059,4.3694478524670215,7.86570715833278,4.394449154672439,0.5889831956083613,0.27758343035407174,0.023579706686044893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
215,89309824c9bffff,893098241d3ffff,7,2.7851293284426846,34054,7,10.43570277898059,1.9459101490553132,7.932408574096036,2.1972245773362196,0.5772847742857907,0.3069866847499463,0.02880546142166359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216,89309824c9bffff,893098241d7ffff,10,2.4629890809098116,34054,10,10.43570277898059,2.302585092994046,7.809536893194651,2.4849066497880004,0.5950344640859784,0.25440961313946214,0.019921690840253713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
217,89309824c9bffff,893098241dbffff,16,3.000480838626047,34054,16,10.43570277898059,2.772588722239781,8.006861058738835,2.8903717578961645,0.5579509419765873,0.3420778944693697,0.03601731296515533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
220,89309824c9bffff,8930982430bffff,8,4.301227285084295,34054,8,10.43570277898059,2.0794415416798357,8.36688814085522,2.302585092994046,0.3646876197204674,0.5264826586145048,0.1061001292477658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
221,89309824c9bffff,8930982431bffff,2,4.261310356768932,34054,3,10.43570277898059,1.0986122886681098,8.357566629521411,1.3862943611198906,0.37153026597862104,0.5220716161943659,0.10317351658327342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
222,89309824c9bffff,89309824323ffff,2,3.601408437079395,34054,2,10.43570277898059,0.6931471805599453,8.189357911056403,1.3862943611198906,0.4801703111724959,0.43566283313078874,0.06228104194712915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
223,89309824c9bffff,89309824327ffff,2,3.39788568668721,34054,2,10.43570277898059,0.6931471805599453,8.131202917676376,1.3862943611198906,0.5097486236792989,0.4050456729053216,0.052307628269510374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
224,89309824c9bffff,8930982432fffff,2,3.706849022330772,34054,2,10.43570277898059,0.6931471805599453,8.218207209117523,1.3862943611198906,0.4638654170475341,0.45092183782499573,0.0679130804793237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
225,89309824c9bffff,89309824333ffff,2,3.5156804360659133,34054,2,10.43570277898059,0.6931471805599453,8.165272765697418,1.3862943611198906,0.4929604366181445,0.422939030794718,0.057938455439541556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
226,89309824c9bffff,8930982433bffff,1,3.8215367775345888,34054,1,10.43570277898059,0.0,8.248669559087107,1.0986122886681098,0.44552005735625666,0.4669732806920885,0.07441369451470514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
227,89309824c9bffff,89309824347ffff,7,4.601708564700887,34054,7,10.43570277898059,1.9459101490553132,8.43440022760488,2.1972245773362196,0.3136182299000145,0.555950303034658,0.129925999969424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
228,89309824c9bffff,8930982434bffff,16,5.152121253302304,34054,16,10.43570277898059,2.772588722239781,8.547357878674768,2.8903717578961645,0.22786899783781245,0.5897987799018718,0.18232752863496252,4.693625353266216e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
229,89309824c9bffff,89309824353ffff,4,4.820246737768552,34054,4,10.43570277898059,1.3862943611198906,8.48078783288618,1.791759469228055,0.2778510136939191,0.5727727008239099,0.14932982108258042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
230,89309824c9bffff,89309824357ffff,9,4.5566376440133,34054,9,10.43570277898059,2.1972245773362196,8.424559707745315,2.3978952727983707,0.3211813333135174,0.5519758199273787,0.12614563221872108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
231,89309824c9bffff,8930982436bffff,2,4.741580584829157,34054,2,10.43570277898059,0.6931471805599453,8.46433669372156,1.3862943611198906,0.29052472647059985,0.5671998871498616,0.14213732716288485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
232,89309824c9bffff,8930982437bffff,9,4.663574447385398,34054,9,10.43570277898059,2.1972245773362196,8.447751886695002,2.3978952727983707,0.3033262143111645,0.5611321821133562,0.13523698463000086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
233,89309824c9bffff,89309824387ffff,36,3.3899963883502586,34054,36,10.43570277898059,3.58351893845611,8.128879077055847,3.6375861597263857,0.5108375634385292,0.4038318379003749,0.05194412597841691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
234,89309824c9bffff,8930982438bffff,11,3.9541285278716707,34054,11,10.43570277898059,2.3978952727983707,8.28276837723925,2.5649493574615367,0.42367980570074,0.48473690869030034,0.08243109749189362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
235,89309824c9bffff,89309824393ffff,3,3.688453934463899,34054,3,10.43570277898059,1.0986122886681098,8.213233740843542,1.6094379124341003,0.46675166219524883,0.44829281600558096,0.0669070417443913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
237,89309824c9bffff,8930982439bffff,3,3.9604349079751775,34054,3,10.43570277898059,1.0986122886681098,8.284361589114221,1.6094379124341003,0.4226272836112911,0.48555895797571225,0.08282613120777982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
238,89309824c9bffff,893098243a7ffff,3,2.9059663286801327,34054,3,10.43570277898059,1.0986122886681098,7.974865317650423,1.6094379124341003,0.5671023079058567,0.3267195887552436,0.03271978717274869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
239,89309824c9bffff,893098243b3ffff,43,3.11604379791058,34054,43,10.43570277898059,3.7612001156935624,8.044640330971339,3.8066624897703196,0.545458237115135,0.3607068387421672,0.04034125423411861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
240,89309824c9bffff,893098243b7ffff,7,2.8525115631391875,34054,7,10.43570277898059,1.9459101490553132,7.9563056422339065,2.1972245773362196,0.5718242511622748,0.317999883670801,0.03094717261813914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
241,89309824c9bffff,893098243c3ffff,3,4.518692900741686,34054,3,10.43570277898059,1.0986122886681098,8.416199328204307,1.6094379124341003,0.32758478958974235,0.5485028036635419,0.12302042331077405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
242,89309824c9bffff,893098243c7ffff,2,4.239972582793687,34054,2,10.43570277898059,0.6931471805599453,8.352547904656166,1.3862943611198906,0.3751870336846199,0.5196693844695788,0.10163139376380935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
243,89309824c9bffff,893098243cfffff,5,4.528860370206473,34054,5,10.43570277898059,1.6094379124341003,8.41844639464805,1.9459101490553132,0.3258660000764239,0.549444644785087,0.12385271461536654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
244,89309824c9bffff,893098243d7ffff,17,4.237491676944793,34054,17,10.43570277898059,2.833213344056216,8.351962748367116,2.9444389791664403,0.37561210177796117,0.5193881064529076,0.10145309750503204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
245,89309824c9bffff,89309824427ffff,5,4.04252593530853,34054,5,10.43570277898059,1.6094379124341003,8.304872346589384,1.9459101490553132,0.4088350180935489,0.49605878566214023,0.08808403101752472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
246,89309824c9bffff,8930982442fffff,2,4.188629636300657,34054,2,10.43570277898059,0.6931471805599453,8.340367616718343,1.3862943611198906,0.3839772106293454,0.5137657693805853,0.09798387716821551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
247,89309824c9bffff,89309824443ffff,1,5.798080269373184,34054,1,10.43570277898059,0.0,8.665454609714283,1.0986122886681098,0.14837927717490718,0.5937629147738503,0.2571800441112436,0.0006777639399989794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
248,89309824c9bffff,89309824503ffff,12,2.9862547946001947,34054,12,10.43570277898059,2.4849066497880004,8.00211011574998,2.6390573296152584,0.5593917723380478,0.33977216218506917,0.03550743631114363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
249,89309824c9bffff,89309824507ffff,16,2.6830712349915626,34054,16,10.43570277898059,2.772588722239781,7.895090038347261,2.8903717578961645,0.5844570969584459,0.2902883229968201,0.025753445841005248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
250,89309824c9bffff,8930982450bffff,3,3.09348131226084,34054,3,10.43570277898059,1.0986122886681098,8.037375582143842,1.6094379124341003,0.548004450084286,0.3570855493758726,0.039471281524100066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
251,89309824c9bffff,8930982450fffff,11,2.7804340681984696,34054,11,10.43570277898059,2.3978952727983707,7.930721925548799,2.5649493574615367,0.5776442369637532,0.3062186879065502,0.028660023372612954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
252,89309824c9bffff,89309824517ffff,15,2.90801450233843,34054,15,10.43570277898059,2.70805020110221,7.975569643817402,2.833213344056216,0.5669147123679522,0.32705328906678627,0.03278902030579115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
253,89309824c9bffff,8930982451bffff,6,3.293310382442247,34054,6,10.43570277898059,1.791759469228055,8.09995213290517,2.0794415416798357,0.5237899409635572,0.3888150483545874,0.04762519057300485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
254,89309824c9bffff,89309824523ffff,27,2.16361453343368,34054,27,10.43570277898059,3.295836866004329,7.679997579981387,3.367295829986474,0.5973449237152272,0.20659893849091765,0.013504496812037954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,89309824c9bffff,89309824527ffff,82,1.8629215820145029,34054,82,10.43570277898059,4.406719247264253,7.530437924625872,4.430816798843313,0.5835802878455336,0.16081695066977844,0.008620301558972115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
256,89309824c9bffff,8930982452bffff,7,2.2724416044524283,34054,7,10.43570277898059,1.9459101490553132,7.729050087627265,2.1972245773362196,0.5982347574523329,0.22378375469261955,0.01564649019021092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
257,89309824c9bffff,8930982452fffff,43,1.9578757983274215,34054,43,10.43570277898059,3.7612001156935624,7.580126015387128,3.8066624897703196,0.5898066448154354,0.1749593939992525,0.010006775363876697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
258,89309824c9bffff,89309824537ffff,4,2.095043955303965,34054,4,10.43570277898059,1.3862943611198906,7.647807016263012,1.791759469228055,0.5957069278433356,0.19591825204654223,0.01226078153323612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
259,89309824c9bffff,8930982453bffff,10,2.4700898220398293,34054,10,10.43570277898059,2.302585092994046,7.812414555809465,2.4849066497880004,0.5948041606527033,0.2555609320687101,0.020094489394177305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
262,89309824c9bffff,8930982454bffff,26,3.7059199956133453,34054,26,10.43570277898059,3.258096538021482,8.2179566209414,3.332204510175204,0.46401158305326934,0.4507894089268384,0.06786203125570374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
264,89309824c9bffff,89309824553ffff,3,3.7249481418719905,34054,3,10.43570277898059,1.0986122886681098,8.223076633155927,1.6094379124341003,0.46100954887414747,0.4534943268477089,0.06891272595098669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
265,89309824c9bffff,8930982455bffff,4,3.8675392518157174,34054,4,10.43570277898059,1.3862943611198906,8.260632260458834,1.791759469228055,0.4380103175877388,0.4732374507712956,0.07713348019796748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268,89309824c9bffff,8930982456bffff,53,2.9123627427258536,34054,53,10.43570277898059,3.970291913552122,7.977063274687677,4.007333185232471,0.5665148415310722,0.327761618504387,0.03293632476521317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
269,89309824c9bffff,8930982456fffff,35,2.5887892246125745,34054,35,10.43570277898059,3.5553480614894135,7.859331770923549,3.6109179126442243,0.5898389392072377,0.2748792001688025,0.023132832508983278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
273,89309824c9bffff,89309824587ffff,49,3.110409194179037,34054,49,10.43570277898059,3.8918202981106265,8.042831019646096,3.9318256327243257,0.5460988346521513,0.35980327831618436,0.04012280781778634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
275,89309824c9bffff,893098245a7ffff,8,2.3318609008402222,34054,8,10.43570277898059,2.0794415416798357,7.75485064780083,2.302585092994046,0.597868361594704,0.23327027524662924,0.01690622552825693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
276,89309824c9bffff,893098245abffff,2,2.618714074480571,34054,2,10.43570277898059,0.6931471805599453,7.870820458922181,1.3862943611198906,0.5882646674226377,0.27976589995844087,0.023944346231730387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
277,89309824c9bffff,893098245b3ffff,56,2.8471650006955955,34054,56,10.43570277898059,4.02535169073515,7.9544302064911605,4.060443010546419,0.5722778289025484,0.31712675890519115,0.03077348246653925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
278,89309824c9bffff,893098245bbffff,40,2.861135895665156,34054,40,10.43570277898059,3.6888794541139363,7.959323441751234,3.7376696182833684,0.5710853552137347,0.3194079524926247,0.03122872078458083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
279,89309824c9bffff,893098245c3ffff,1,3.8090833005374494,34054,1,10.43570277898059,0.0,8.245406331539863,1.0986122886681098,0.44753919265969816,0.46525978281802544,0.07368857320144923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
280,89309824c9bffff,893098245c7ffff,1,3.5046091506185264,34054,1,10.43570277898059,0.0,8.162119579123774,1.0986122886681098,0.494578668894966,0.4212766486307758,0.05739281259730379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
281,89309824c9bffff,893098245cbffff,4,3.9153784459033947,34054,4,10.43570277898059,1.3862943611198906,8.27292263991646,1.791759469228055,0.4301220079780852,0.47963904883138825,0.08003131884496449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
282,89309824c9bffff,893098245d7ffff,7,3.725423148157451,34054,7,10.43570277898059,1.9459101490553132,8.223204111046552,2.1972245773362196,0.46093438744605303,0.45356164858556597,0.06893909261528662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
284,89309824c9bffff,8930982468bffff,1,6.66129421952299,34054,2,10.43570277898059,0.6931471805599453,8.80421918162157,1.0986122886681098,0.07443281479088401,0.5497998026407838,0.3696540447048106,0.006113337863521681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
286,89309824c9bffff,8930982481bffff,2,2.6887536159317835,34054,2,10.43570277898059,0.6931471805599453,7.897204875810612,1.3862943611198906,0.584093793440094,0.29121795295879255,0.02591741954043307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
287,89309824c9bffff,89309824843ffff,11,3.0444620481529507,34054,12,10.43570277898059,2.4849066497880004,8.021407908584363,2.5649493574615367,0.5533593504491646,0.3491903459888205,0.037624473412690755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
288,89309824c9bffff,8930982484bffff,10,3.251899762375408,34054,10,10.43570277898059,2.302585092994046,8.087302112096168,2.4849066497880004,0.5291035106300748,0.3823098251561935,0.04585114522109831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
289,89309824c9bffff,8930982484fffff,3,3.317502015095912,34054,3,10.43570277898059,1.0986122886681098,8.107268759816746,1.6094379124341003,0.5206192801753021,0.3925957662469325,0.04868243835690794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
290,89309824c9bffff,89309824853ffff,14,2.7734934381644845,34054,14,10.43570277898059,2.6390573296152584,7.928223464711612,2.772588722239781,0.5781704937153666,0.30508332609079614,0.02844593181848928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
291,89309824c9bffff,8930982485bffff,64,2.987874459081375,34054,72,10.43570277898059,4.276666119016055,8.002652160425416,4.189654742026425,0.5592288406623586,0.34003479327261626,0.03556524249476962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
293,89309824c9bffff,89309824893ffff,1,1.878499014236953,34054,1,10.43570277898059,0.0,7.538760538522559,1.0986122886681098,0.5847256424889579,0.16311453681491087,0.008838359268080258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
