"GEO_ID","NAME","B01003_001E","B01003_001M",
"Geography","Geographic Area Name","Estimate!!Total","Margin of Error!!Total",
"1400000US36029980400","Census Tract 9804; Erie County; New York","1033","37",
"1400000US36029980500","Census Tract 9805; Erie County; New York","737","42",
"1400000US36029990000","Census Tract 9900; Erie County; New York","0","13",
"1400000US36031960100","Census Tract 9601; Essex County; New York","2601","429",
"1400000US36031960200","Census Tract 9602; Essex County; New York","2477","310",
"1400000US36031960300","Census Tract 9603; Essex County; New York","2967","332",
"1400000US36031960401","Census Tract 9604.01; Essex County; New York","1021","151",
"1400000US36031960402","Census Tract 9604.02; Essex County; New York","1256","275",
"1400000US36031960501","Census Tract 9605.01; Essex County; New York","2122","287",
"1400000US36031960502","Census Tract 9605.02; Essex County; New York","3144","315",
"1400000US36031960700","Census Tract 9607; Essex County; New York","1832","180",
"1400000US36031960800","Census Tract 9608; Essex County; New York","1937","323",
"1400000US36031960901","Census Tract 9609.01; Essex County; New York","1469","296",
"1400000US36031960902","Census Tract 9609.02; Essex County; New York","1775","216",
"1400000US36031961001","Census Tract 9610.01; Essex County; New York","1289","306",
"1400000US36031961002","Census Tract 9610.02; Essex County; New York","3247","304",
"1400000US36031961100","Census Tract 9611; Essex County; New York","1805","295",
"1400000US36031961201","Census Tract 9612.01; Essex County; New York","1788","259",
"1400000US36031961202","Census Tract 9612.02; Essex County; New York","2954","259",
"1400000US36031961300","Census Tract 9613; Essex County; New York","1902","254",
"1400000US36031961400","Census Tract 9614; Essex County; New York","1491","158",
"1400000US36033940000","Census Tract 9400; Franklin County; New York","3657","28",
"1400000US36033950200","Census Tract 9502; Franklin County; New York","4560","354",
"1400000US36033950301","Census Tract 9503.01; Franklin County; New York","5182","439",
"1400000US36033950501","Census Tract 9505.01; Franklin County; New York","3173","399",
"1400000US36033950502","Census Tract 9505.02; Franklin County; New York","4098","392",
"1400000US36033950601","Census Tract 9506.01; Franklin County; New York","1067","160",
"1400000US36033950701","Census Tract 9507.01; Franklin County; New York","1256","123",
"1400000US36033950800","Census Tract 9508; Franklin County; New York","2551","250",
"1400000US36033950900","Census Tract 9509; Franklin County; New York","3234","303",
"1400000US36033951000","Census Tract 9510; Franklin County; New York","2019","301",
"1400000US36033951100","Census Tract 9511; Franklin County; New York","3001","304",
"1400000US36033951200","Census Tract 9512; Franklin County; New York","2130","304",
"1400000US36033951300","Census Tract 9513; Franklin County; New York","1589","209",
"1400000US36033951400","Census Tract 9514; Franklin County; New York","4444","364",
"1400000US36033952000","Census Tract 9520; Franklin County; New York","5105","404",
"1400000US36035970100","Census Tract 9701; Fulton County; New York","2622","241",
"1400000US36035970200","Census Tract 9702; Fulton County; New York","2747","351",
"1400000US36035970300","Census Tract 9703; Fulton County; New York","3381","350",
"1400000US36035970400","Census Tract 9704; Fulton County; New York","1613","192",
"1400000US36035970500","Census Tract 9705; Fulton County; New York","4007","212",
"1400000US36035970601","Census Tract 9706.01; Fulton County; New York","3858","447",
"1400000US36035970602","Census Tract 9706.02; Fulton County; New York","2703","446",
"1400000US36035970700","Census Tract 9707; Fulton County; New York","3447","553",
"1400000US36035970800","Census Tract 9708; Fulton County; New York","3050","559",
"1400000US36035970900","Census Tract 9709; Fulton County; New York","3525","506",
"1400000US36035971000","Census Tract 9710; Fulton County; New York","2253","320",
"1400000US36035971100","Census Tract 9711; Fulton County; New York","2735","466",
"1400000US36035971200","Census Tract 9712; Fulton County; New York","3683","313",
"1400000US36035971300","Census Tract 9713; Fulton County; New York","4470","316",
"1400000US36035971400","Census Tract 9714; Fulton County; New York","3568","17",
"1400000US36035971501","Census Tract 9715.01; Fulton County; New York","3092","236",
"1400000US36035971502","Census Tract 9715.02; Fulton County; New York","2033","240",
"1400000US36037940100","Census Tract 9401; Genesee County; New York","302","54",
"1400000US36037950100","Census Tract 9501; Genesee County; New York","5037","441",
"1400000US36037950200","Census Tract 9502; Genesee County; New York","5520","352",
"1400000US36037950301","Census Tract 9503.01; Genesee County; New York","2811","233",
"1400000US36037950302","Census Tract 9503.02; Genesee County; New York","3366","317",
"1400000US36037950401","Census Tract 9504.01; Genesee County; New York","3167","312",
"1400000US36037950402","Census Tract 9504.02; Genesee County; New York","3117","311",
"1400000US36037950501","Census Tract 9505.01; Genesee County; New York","1547","202",
"1400000US36037950502","Census Tract 9505.02; Genesee County; New York","1121","271",
"1400000US36037950600","Census Tract 9506; Genesee County; New York","1978","251",
"1400000US36037950700","Census Tract 9507; Genesee County; New York","2282","358",
"1400000US36037950800","Census Tract 9508; Genesee County; New York","3267","313",
"1400000US36037950900","Census Tract 9509; Genesee County; New York","2525","282",
"1400000US36037951000","Census Tract 9510; Genesee County; New York","2774","320",
"1400000US36037951100","Census Tract 9511; Genesee County; New York","5246","420",
"1400000US36037951200","Census Tract 9512; Genesee County; New York","4604","336",
"1400000US36037951300","Census Tract 9513; Genesee County; New York","3855","373",
"1400000US36037951400","Census Tract 9514; Genesee County; New York","5424","482",
"1400000US36039080100","Census Tract 801; Greene County; New York","3213","14",
"1400000US36039080201","Census Tract 802.01; Greene County; New York","3765","19",
"1400000US36039080202","Census Tract 802.02; Greene County; New York","2638","14",
"1400000US36039080301","Census Tract 803.01; Greene County; New York","1549","213",
"1400000US36039080302","Census Tract 803.02; Greene County; New York","1443","204",
"1400000US36039080402","Census Tract 804.02; Greene County; New York","2063","214",
"1400000US36039080403","Census Tract 804.03; Greene County; New York","1119","262",
"1400000US36039080404","Census Tract 804.04; Greene County; New York","1925","259",
"1400000US36039080501","Census Tract 805.01; Greene County; New York","2776","419",
"1400000US36039080502","Census Tract 805.02; Greene County; New York","3917","420",
"1400000US36039080600","Census Tract 806; Greene County; New York","3314","163",
"1400000US36039080700","Census Tract 807; Greene County; New York","2720","162",
"1400000US36039080800","Census Tract 808; Greene County; New York","1848","62",
"1400000US36039080900","Census Tract 809; Greene County; New York","3942","18",
"1400000US36039081001","Census Tract 810.01; Greene County; New York","1976","327",
"1400000US36039081002","Census Tract 810.02; Greene County; New York","2347","315",
"1400000US36039081101","Census Tract 811.01; Greene County; New York","4182","389",
"1400000US36039081102","Census Tract 811.02; Greene County; New York","2817","312",
"1400000US36041950100","Census Tract 9501; Hamilton County; New York","967","106",
"1400000US36041950300","Census Tract 9503; Hamilton County; New York","1226","191",
"1400000US36041950400","Census Tract 9504; Hamilton County; New York","1690","202",
"1400000US36041950500","Census Tract 9505; Hamilton County; New York","1219","132",
"1400000US36043010100","Census Tract 101; Herkimer County; New York","5994","344",
"1400000US36043010201","Census Tract 102.01; Herkimer County; New York","3237","253",
"1400000US36043010202","Census Tract 102.02; Herkimer County; New York","3713","256",
"1400000US36043010300","Census Tract 103; Herkimer County; New York","5843","452",
"1400000US36043010400","Census Tract 104; Herkimer County; New York","2357","482",
"1400000US36043010501","Census Tract 105.01; Herkimer County; New York","2522","212",
"1400000US36043010502","Census Tract 105.02; Herkimer County; New York","1487","175",
"1400000US36043010701","Census Tract 107.01; Herkimer County; New York","2222","251",
"1400000US36043010702","Census Tract 107.02; Herkimer County; New York","2345","248",
"1400000US36043010900","Census Tract 109; Herkimer County; New York","3199","274",
"1400000US36043011001","Census Tract 110.01; Herkimer County; New York","1850","215",
"1400000US36043011002","Census Tract 110.02; Herkimer County; New York","3073","341",
"1400000US36043011100","Census Tract 111; Herkimer County; New York","2102","302",
"1400000US36043011200","Census Tract 112; Herkimer County; New York","6057","426",
"1400000US36043011301","Census Tract 113.01; Herkimer County; New York","1394","206",
"1400000US36043011302","Census Tract 113.02; Herkimer County; New York","3279","28",
"1400000US36043011400","Census Tract 114; Herkimer County; New York","4334","314",
"1400000US36043011502","Census Tract 115.02; Herkimer County; New York","2059","373",
"1400000US36043011503","Census Tract 115.03; Herkimer County; New York","1731","225",
"1400000US36043011504","Census Tract 115.04; Herkimer County; New York","1134","173",
"1400000US36045060101","Census Tract 601.01; Jefferson County; New York","1751","214",
"1400000US36045060102","Census Tract 601.02; Jefferson County; New York","2232","194",
"1400000US36045060201","Census Tract 602.01; Jefferson County; New York","2137","314",
"1400000US36045060202","Census Tract 602.02; Jefferson County; New York","1948","179",
"1400000US36045060203","Census Tract 602.03; Jefferson County; New York","2167","432",
"1400000US36045060301","Census Tract 603.01; Jefferson County; New York","1524","149",
"1400000US36045060302","Census Tract 603.02; Jefferson County; New York","2181","286",
"1400000US36045060401","Census Tract 604.01; Jefferson County; New York","3448","461",
"1400000US36045060402","Census Tract 604.02; Jefferson County; New York","2540","422",
"1400000US36045060500","Census Tract 605; Jefferson County; New York","5615","706",
"1400000US36045060601","Census Tract 606.01; Jefferson County; New York","3054","311",
"1400000US36045060602","Census Tract 606.02; Jefferson County; New York","3927","532",
"1400000US36045060700","Census Tract 607; Jefferson County; New York","4394","367",
"1400000US36045060803","Census Tract 608.03; Jefferson County; New York","7844","808",
"1400000US36045060805","Census Tract 608.05; Jefferson County; New York","5543","729",
"1400000US36045060806","Census Tract 608.06; Jefferson County; New York","3963","656",
"1400000US36045060901","Census Tract 609.01; Jefferson County; New York","3017","329",
"1400000US36045060902","Census Tract 609.02; Jefferson County; New York","2532","339",
"1400000US36045061000","Census Tract 610; Jefferson County; New York","3780","295",
"1400000US36045061101","Census Tract 611.01; Jefferson County; New York","2132","390",
"1400000US36045061102","Census Tract 611.02; Jefferson County; New York","3363","394",
"1400000US36045061200","Census Tract 612; Jefferson County; New York","3357","394",
"1400000US36045061300","Census Tract 613; Jefferson County; New York","3012","452",
"1400000US36045061400","Census Tract 614; Jefferson County; New York","3432","542",
"1400000US36045061500","Census Tract 615; Jefferson County; New York","3552","380",
"1400000US36045061600","Census Tract 616; Jefferson County; New York","5400","513",
"1400000US36045061700","Census Tract 617; Jefferson County; New York","2299","238",
"1400000US36045061801","Census Tract 618.01; Jefferson County; New York","3580","508",
"1400000US36045061802","Census Tract 618.02; Jefferson County; New York","2919","471",
"1400000US36045061900","Census Tract 619; Jefferson County; New York","3438","353",
"1400000US36045062100","Census Tract 621; Jefferson County; New York","3347","492",
"1400000US36045062200","Census Tract 622; Jefferson County; New York","4436","511",
"1400000US36045062400","Census Tract 624; Jefferson County; New York","4800","449",
"1400000US36045062500","Census Tract 625; Jefferson County; New York","3375","211",
"1400000US36045980000","Census Tract 9800; Jefferson County; New York","91","17",
"1400000US36045990001","Census Tract 9900.01; Jefferson County; New York","0","13",
"1400000US36047000100","Census Tract 1; Kings County; New York","4839","612",
"1400000US36047000200","Census Tract 2; Kings County; New York","1203","247",
"1400000US36047000301","Census Tract 3.01; Kings County; New York","4031","710",
"1400000US36047000501","Census Tract 5.01; Kings County; New York","4504","436",
"1400000US36047000502","Census Tract 5.02; Kings County; New York","2787","275",
"1400000US36047000700","Census Tract 7; Kings County; New York","3983","494",
"1400000US36047000900","Census Tract 9; Kings County; New York","4792","563",
"1400000US36047001100","Census Tract 11; Kings County; New York","1585","261",
"1400000US36047001300","Census Tract 13; Kings County; New York","2408","353",
"1400000US36047001501","Census Tract 15.01; Kings County; New York","4925","533",
"1400000US36047001502","Census Tract 15.02; Kings County; New York","5418","746",
"1400000US36047001801","Census Tract 18.01; Kings County; New York","1564","93",
"1400000US36047001802","Census Tract 18.02; Kings County; New York","0","13",
"1400000US36047001803","Census Tract 18.03; Kings County; New York","6","1",
"1400000US36047001804","Census Tract 18.04; Kings County; New York","0","13",
"1400000US36047002000","Census Tract 20; Kings County; New York","1795","590",
"1400000US36047002100","Census Tract 21; Kings County; New York","6180","1141",
"1400000US36047002200","Census Tract 22; Kings County; New York","4155","756",
"1400000US36047002300","Census Tract 23; Kings County; New York","3642","796",
"1400000US36047002901","Census Tract 29.01; Kings County; New York","3340","492",
"1400000US36047003000","Census Tract 30; Kings County; New York","1818","268",
"1400000US36047003101","Census Tract 31.01; Kings County; New York","3547","411",
"1400000US36047003102","Census Tract 31.02; Kings County; New York","0","13",
"1400000US36047003300","Census Tract 33; Kings County; New York","4203","582",
"1400000US36047003400","Census Tract 34; Kings County; New York","3515","544",
"1400000US36047003500","Census Tract 35; Kings County; New York","2125","228",
"1400000US36047003600","Census Tract 36; Kings County; New York","3702","402",
"1400000US36047003700","Census Tract 37; Kings County; New York","4276","457",
"1400000US36047003800","Census Tract 38; Kings County; New York","1578","310",
"1400000US36047003900","Census Tract 39; Kings County; New York","2557","451",
"1400000US36047004100","Census Tract 41; Kings County; New York","3364","466",
"1400000US36047004300","Census Tract 43; Kings County; New York","3952","401",
"1400000US36047004400","Census Tract 44; Kings County; New York","2289","304",
"1400000US36047004500","Census Tract 45; Kings County; New York","3547","612",
"1400000US36047004600","Census Tract 46; Kings County; New York","1175","252",
"1400000US36047004700","Census Tract 47; Kings County; New York","2001","315",
"1400000US36047004900","Census Tract 49; Kings County; New York","2875","418",
"1400000US36047005000","Census Tract 50; Kings County; New York","2542","318",
"1400000US36047005100","Census Tract 51; Kings County; New York","2425","549",
"1400000US36047005201","Census Tract 52.01; Kings County; New York","1713","240",
"1400000US36047005202","Census Tract 52.02; Kings County; New York","2784","315",
"1400000US36047005301","Census Tract 53.01; Kings County; New York","2262","405",
"1400000US36047005302","Census Tract 53.02; Kings County; New York","111","103",
"1400000US36047005303","Census Tract 53.03; Kings County; New York","52","51",
"1400000US36047005400","Census Tract 54; Kings County; New York","3293","443",
"1400000US36047005601","Census Tract 56.01; Kings County; New York","2846","469",
"1400000US36047005602","Census Tract 56.02; Kings County; New York","1781","273",
"1400000US36047005800","Census Tract 58; Kings County; New York","3069","439",
"1400000US36047005900","Census Tract 59; Kings County; New York","1463","201",
"1400000US36047006000","Census Tract 60; Kings County; New York","2979","512",
"1400000US36047006200","Census Tract 62; Kings County; New York","2721","544",
"1400000US36047006300","Census Tract 63; Kings County; New York","2038","307",
"1400000US36047006400","Census Tract 64; Kings County; New York","3427","404",
"1400000US36047006500","Census Tract 65; Kings County; New York","6193","1412",
"1400000US36047006600","Census Tract 66; Kings County; New York","4064","492",
"1400000US36047006700","Census Tract 67; Kings County; New York","3912","603",
"1400000US36047006800","Census Tract 68; Kings County; New York","3914","670",
"1400000US36047006901","Census Tract 69.01; Kings County; New York","1724","237",
"1400000US36047006902","Census Tract 69.02; Kings County; New York","1981","292",
"1400000US36047007000","Census Tract 70; Kings County; New York","2681","375",
"1400000US36047007100","Census Tract 71; Kings County; New York","4379","689",
"1400000US36047007200","Census Tract 72; Kings County; New York","1865","407",
"1400000US36047007400","Census Tract 74; Kings County; New York","5360","1135",
"1400000US36047007500","Census Tract 75; Kings County; New York","4707","850",
"1400000US36047007600","Census Tract 76; Kings County; New York","4728","1120",
"1400000US36047007700","Census Tract 77; Kings County; New York","6132","756",
"1400000US36047007800","Census Tract 78; Kings County; New York","5120","799",
"1400000US36047008000","Census Tract 80; Kings County; New York","3539","551",
"1400000US36047008200","Census Tract 82; Kings County; New York","3828","663",
"1400000US36047008400","Census Tract 84; Kings County; New York","3154","837",
"1400000US36047008500","Census Tract 85; Kings County; New York","7631","1255",
"1400000US36047008600","Census Tract 86; Kings County; New York","0","13",
"1400000US36047008800","Census Tract 88; Kings County; New York","2497","572",
"1400000US36047009001","Census Tract 90.01; Kings County; New York","1300","305",
"1400000US36047009002","Census Tract 90.02; Kings County; New York","1686","628",
"1400000US36047009201","Census Tract 92.01; Kings County; New York","1850","375",
"1400000US36047009202","Census Tract 92.02; Kings County; New York","2866","599",
"1400000US36047009401","Census Tract 94.01; Kings County; New York","1985","309",
"1400000US36047009402","Census Tract 94.02; Kings County; New York","3089","582",
"1400000US36047009600","Census Tract 96; Kings County; New York","5917","639",
"1400000US36047009800","Census Tract 98; Kings County; New York","6759","799",
"1400000US36047010000","Census Tract 100; Kings County; New York","5510","1062",
"1400000US36047010100","Census Tract 101; Kings County; New York","4577","770",
"1400000US36047010200","Census Tract 102; Kings County; New York","4561","861",
"1400000US36047010401","Census Tract 104.01; Kings County; New York","2183","401",
"1400000US36047010402","Census Tract 104.02; Kings County; New York","1861","561",
"1400000US36047010601","Census Tract 106.01; Kings County; New York","2230","425",
"1400000US36047010602","Census Tract 106.02; Kings County; New York","2192","774",
"1400000US36047010801","Census Tract 108.01; Kings County; New York","1951","345",
"1400000US36047010802","Census Tract 108.02; Kings County; New York","2585","738",
"1400000US36047011000","Census Tract 110; Kings County; New York","2697","681",
"1400000US36047011200","Census Tract 112; Kings County; New York","6478","1159",
"1400000US36047011400","Census Tract 114; Kings County; New York","4085","847",
"1400000US36047011600","Census Tract 116; Kings County; New York","3344","786",
"1400000US36047011700","Census Tract 117; Kings County; New York","3140","465",
"1400000US36047011800","Census Tract 118; Kings County; New York","1930","302",
"1400000US36047011901","Census Tract 119.01; Kings County; New York","1466","196",
"1400000US36047011902","Census Tract 119.02; Kings County; New York","0","13",
"1400000US36047012000","Census Tract 120; Kings County; New York","1291","330",
"1400000US36047012100","Census Tract 121; Kings County; New York","2057","491",
"1400000US36047012200","Census Tract 122; Kings County; New York","4651","888",
"1400000US36047012600","Census Tract 126; Kings County; New York","2778","482",
"1400000US36047012700","Census Tract 127; Kings County; New York","4037","414",
"1400000US36047012801","Census Tract 128.01; Kings County; New York","1932","321",
"1400000US36047012901","Census Tract 129.01; Kings County; New York","2377","436",
"1400000US36047012902","Census Tract 129.02; Kings County; New York","3452","457",
"1400000US36047013000","Census Tract 130; Kings County; New York","5037","891",
"1400000US36047013100","Census Tract 131; Kings County; New York","3434","523",
"1400000US36047013200","Census Tract 132; Kings County; New York","2315","622",
"1400000US36047013300","Census Tract 133; Kings County; New York","4388","560",
"1400000US36047013400","Census Tract 134; Kings County; New York","4229","613",
"1400000US36047013500","Census Tract 135; Kings County; New York","3946","566",
"1400000US36047013600","Census Tract 136; Kings County; New York","3804","573",
"1400000US36047013700","Census Tract 137; Kings County; New York","3217","428",
"1400000US36047013800","Census Tract 138; Kings County; New York","3635","590",
"1400000US36047013900","Census Tract 139; Kings County; New York","3527","467",
"1400000US36047014000","Census Tract 140; Kings County; New York","1910","426",
"1400000US36047014101","Census Tract 141.01; Kings County; New York","1357","187",
"1400000US36047014102","Census Tract 141.02; Kings County; New York","2102","429",
"1400000US36047014200","Census Tract 142; Kings County; New York","3497","532",
"1400000US36047014300","Census Tract 143; Kings County; New York","3625","677",
"1400000US36047014500","Census Tract 145; Kings County; New York","4459","626",
"1400000US36047014700","Census Tract 147; Kings County; New York","2349","419",
"1400000US36047014800","Census Tract 148; Kings County; New York","1320","307",
"1400000US36047014901","Census Tract 149.01; Kings County; New York","1561","209",
"1400000US36047014902","Census Tract 149.02; Kings County; New York","4388","772",
"1400000US36047015000","Census Tract 150; Kings County; New York","1555","286",
"1400000US36047015100","Census Tract 151; Kings County; New York","4042","407",
"1400000US36047015200","Census Tract 152; Kings County; New York","2545","419",
"1400000US36047015300","Census Tract 153; Kings County; New York","2630","310",
"1400000US36047015400","Census Tract 154; Kings County; New York","0","13",
"1400000US36047015500","Census Tract 155; Kings County; New York","3484","543",
"1400000US36047015700","Census Tract 157; Kings County; New York","4777","687",
"1400000US36047015900","Census Tract 159; Kings County; New York","5439","664",
"1400000US36047016000","Census Tract 160; Kings County; New York","4323","649",
"1400000US36047016100","Census Tract 161; Kings County; New York","3574","388",
"1400000US36047016200","Census Tract 162; Kings County; New York","2282","404",
"1400000US36047016300","Census Tract 163; Kings County; New York","4082","574",
"1400000US36047016400","Census Tract 164; Kings County; New York","859","277",
"1400000US36047016500","Census Tract 165; Kings County; New York","6118","909",
"1400000US36047016600","Census Tract 166; Kings County; New York","1958","271",
"1400000US36047016700","Census Tract 167; Kings County; New York","4851","713",
"1400000US36047016800","Census Tract 168; Kings County; New York","1970","389",
"1400000US36047016900","Census Tract 169; Kings County; New York","4726","930",
"1400000US36047017000","Census Tract 170; Kings County; New York","3584","656",
"1400000US36047017100","Census Tract 171; Kings County; New York","4195","703",
"1400000US36047017200","Census Tract 172; Kings County; New York","2830","553",
"1400000US36047017400","Census Tract 174; Kings County; New York","2038","340",
"1400000US36047017500","Census Tract 175; Kings County; New York","0","13",
"1400000US36047017600","Census Tract 176; Kings County; New York","2238","428",
"1400000US36047017700","Census Tract 177; Kings County; New York","0","13",
"1400000US36047017800","Census Tract 178; Kings County; New York","2654","452",
"1400000US36047017900","Census Tract 179; Kings County; New York","4017","623",
"1400000US36047018000","Census Tract 180; Kings County; New York","3027","791",
"1400000US36047018100","Census Tract 181; Kings County; New York","3749","547",
"1400000US36047018200","Census Tract 182; Kings County; New York","3460","540",
"1400000US36047018300","Census Tract 183; Kings County; New York","2879","428",
"1400000US36047018400","Census Tract 184; Kings County; New York","2161","312",
"1400000US36047018501","Census Tract 185.01; Kings County; New York","4334","793",
"1400000US36047018600","Census Tract 186; Kings County; New York","2081","453",
"1400000US36047018700","Census Tract 187; Kings County; New York","1448","224",
"1400000US36047018800","Census Tract 188; Kings County; New York","2875","385",
"1400000US36047019000","Census Tract 190; Kings County; New York","4093","804",
"1400000US36047019100","Census Tract 191; Kings County; New York","2825","476",
"1400000US36047019200","Census Tract 192; Kings County; New York","3095","663",
"1400000US36047019300","Census Tract 193; Kings County; New York","5974","510",
"1400000US36047019400","Census Tract 194; Kings County; New York","3371","897",
"1400000US36047019500","Census Tract 195; Kings County; New York","3782","433",
"1400000US36047019600","Census Tract 196; Kings County; New York","4494","600",
"1400000US36047019700","Census Tract 197; Kings County; New York","4051","593",
"1400000US36047019800","Census Tract 198; Kings County; New York","1812","272",
"1400000US36047019900","Census Tract 199; Kings County; New York","3964","586",
"1400000US36047020000","Census Tract 200; Kings County; New York","2118","468",
"1400000US36047020100","Census Tract 201; Kings County; New York","4133","580",
"1400000US36047020200","Census Tract 202; Kings County; New York","1747","327",
"1400000US36047020300","Census Tract 203; Kings County; New York","1984","278",
"1400000US36047020400","Census Tract 204; Kings County; New York","1754","257",
"1400000US36047020500","Census Tract 205; Kings County; New York","3542","522",
"1400000US36047020600","Census Tract 206; Kings County; New York","2488","419",
"1400000US36047020700","Census Tract 207; Kings County; New York","4681","600",
"1400000US36047020800","Census Tract 208; Kings County; New York","2761","551",
"1400000US36047021000","Census Tract 210; Kings County; New York","3899","645",
"1400000US36047021100","Census Tract 211; Kings County; New York","2753","473",
"1400000US36047021200","Census Tract 212; Kings County; New York","3448","673",
"1400000US36047021300","Census Tract 213; Kings County; New York","4440","857",
"1400000US36047021400","Census Tract 214; Kings County; New York","2510","561",
"1400000US36047021500","Census Tract 215; Kings County; New York","5735","844",
"1400000US36047021600","Census Tract 216; Kings County; New York","3670","766",
"1400000US36047021700","Census Tract 217; Kings County; New York","3958","576",
"1400000US36047021800","Census Tract 218; Kings County; New York","3001","734",
"1400000US36047021900","Census Tract 219; Kings County; New York","4285","699",
"1400000US36047022000","Census Tract 220; Kings County; New York","5525","931",
"1400000US36047022100","Census Tract 221; Kings County; New York","3706","503",
"1400000US36047022200","Census Tract 222; Kings County; New York","4270","892",
"1400000US36047022400","Census Tract 224; Kings County; New York","5335","1321",
"1400000US36047022600","Census Tract 226; Kings County; New York","2572","626",
"1400000US36047022700","Census Tract 227; Kings County; New York","4425","729",
"1400000US36047022800","Census Tract 228; Kings County; New York","3683","757",
"1400000US36047022900","Census Tract 229; Kings County; New York","3425","643",
"1400000US36047023000","Census Tract 230; Kings County; New York","4887","1178",
"1400000US36047023100","Census Tract 231; Kings County; New York","3546","460",
"1400000US36047023200","Census Tract 232; Kings County; New York","6648","1278",
"1400000US36047023300","Census Tract 233; Kings County; New York","6804","1200",
"1400000US36047023400","Census Tract 234; Kings County; New York","5558","932",
"1400000US36047023500","Census Tract 235; Kings County; New York","5578","1001",
"1400000US36047023600","Census Tract 236; Kings County; New York","5846","1153",
"1400000US36047023800","Census Tract 238; Kings County; New York","5200","910",
"1400000US36047024000","Census Tract 240; Kings County; New York","6413","1095",
"1400000US36047024100","Census Tract 241; Kings County; New York","2975","706",
"1400000US36047024200","Census Tract 242; Kings County; New York","3026","585",
"1400000US36047024300","Census Tract 243; Kings County; New York","4300","759",
"1400000US36047024400","Census Tract 244; Kings County; New York","3697","729",
"1400000US36047024500","Census Tract 245; Kings County; New York","4437","546",
"1400000US36047024600","Census Tract 246; Kings County; New York","3489","657",
"1400000US36047024700","Census Tract 247; Kings County; New York","2499","408",
"1400000US36047024800","Census Tract 248; Kings County; New York","2476","473",
"1400000US36047024900","Census Tract 249; Kings County; New York","3992","630",
"1400000US36047025000","Census Tract 250; Kings County; New York","1679","476",
"1400000US36047025100","Census Tract 251; Kings County; New York","3687","655",
"1400000US36047025200","Census Tract 252; Kings County; New York","4847","689",
"1400000US36047025300","Census Tract 253; Kings County; New York","3375","574",
"1400000US36047025400","Census Tract 254; Kings County; New York","2992","866",
"1400000US36047025500","Census Tract 255; Kings County; New York","4922","613",
"1400000US36047025600","Census Tract 256; Kings County; New York","3114","758",
"1400000US36047025700","Census Tract 257; Kings County; New York","3279","641",
"1400000US36047025800","Census Tract 258; Kings County; New York","4482","721",
"1400000US36047025901","Census Tract 259.01; Kings County; New York","2163","328",
"1400000US36047025902","Census Tract 259.02; Kings County; New York","3611","690",
"1400000US36047026000","Census Tract 260; Kings County; New York","3076","578",
"1400000US36047026100","Census Tract 261; Kings County; New York","5459","764",
"1400000US36047026200","Census Tract 262; Kings County; New York","2626","522",
"1400000US36047026300","Census Tract 263; Kings County; New York","2270","394",
"1400000US36047026400","Census Tract 264; Kings County; New York","4732","698",
"1400000US36047026500","Census Tract 265; Kings County; New York","4163","596",
"1400000US36047026600","Census Tract 266; Kings County; New York","3408","514",
"1400000US36047026700","Census Tract 267; Kings County; New York","3950","547",
"1400000US36047026800","Census Tract 268; Kings County; New York","4280","678",
"1400000US36047026900","Census Tract 269; Kings County; New York","3124","726",
"1400000US36047027000","Census Tract 270; Kings County; New York","2496","487",
"1400000US36047027100","Census Tract 271; Kings County; New York","3740","611",
"1400000US36047027200","Census Tract 272; Kings County; New York","3993","528",
"1400000US36047027300","Census Tract 273; Kings County; New York","4071","957",
"1400000US36047027400","Census Tract 274; Kings County; New York","3159","632",
"1400000US36047027500","Census Tract 275; Kings County; New York","5303","1166",
"1400000US36047027600","Census Tract 276; Kings County; New York","3791","634",
"1400000US36047027700","Census Tract 277; Kings County; New York","4294","683",
"1400000US36047027800","Census Tract 278; Kings County; New York","3086","489",
"1400000US36047027900","Census Tract 279; Kings County; New York","4161","606",
"1400000US36047028000","Census Tract 280; Kings County; New York","1686","294",
"1400000US36047028100","Census Tract 281; Kings County; New York","5094","1044",
"1400000US36047028200","Census Tract 282; Kings County; New York","2960","586",
"1400000US36047028300","Census Tract 283; Kings County; New York","4098","689",
"1400000US36047028400","Census Tract 284; Kings County; New York","3686","548",
"1400000US36047028501","Census Tract 285.01; Kings County; New York","427","114",
"1400000US36047028502","Census Tract 285.02; Kings County; New York","3303","613",
"1400000US36047028600","Census Tract 286; Kings County; New York","5171","1071",
"1400000US36047028700","Census Tract 287; Kings County; New York","3353","573",
"1400000US36047028800","Census Tract 288; Kings County; New York","3799","863",
"1400000US36047028900","Census Tract 289; Kings County; New York","4261","796",
"1400000US36047029000","Census Tract 290; Kings County; New York","3301","500",
"1400000US36047029100","Census Tract 291; Kings County; New York","3368","495",
"1400000US36047029200","Census Tract 292; Kings County; New York","2668","339",
"1400000US36047029300","Census Tract 293; Kings County; New York","3284","520",
"1400000US36047029400","Census Tract 294; Kings County; New York","2143","425",
"1400000US36047029500","Census Tract 295; Kings County; New York","4011","747",
"1400000US36047029600","Census Tract 296; Kings County; New York","6128","1011",
"1400000US36047029700","Census Tract 297; Kings County; New York","4099","635",
"1400000US36047029800","Census Tract 298; Kings County; New York","3997","624",
"1400000US36047029900","Census Tract 299; Kings County; New York","2483","608",
"1400000US36047030000","Census Tract 300; Kings County; New York","4222","718",
"1400000US36047030100","Census Tract 301; Kings County; New York","3182","709",
